"LAKNAM","MIDAS","STATION","SAMPDATE","AGENCY","PROJECT","DEPTH","TYPE","CHLA","R","L","FLAG"
"ANNABESSACOO",9961.00,2.00,2007-7-2 0:00:00,"CW",3.00,5.00,"C",3.50,"1","D",
"ANNABESSACOO",9961.00,2.00,2007-8-2 0:00:00,"CW",3.00,4.00,"C",3.10,"1","D",
"ANNABESSACOO",9961.00,2.00,2007-9-5 0:00:00,"CW",3.00,5.00,"C",7.80,"1","D",
"ANNABESSACOO",9961.00,2.00,2007-10-5 0:00:00,"CW",3.00,5.00,"C",14.00,"1","D",
"ANNABESSACOO",9961.00,2.00,2008-5-14 0:00:00,"CW",3.00,5.00,"C",6.40,"1","D",
"ANNABESSACOO",9961.00,2.00,2008-6-10 0:00:00,"CW",3.00,4.00,"C",3.30,"1","D",
"ANNABESSACOO",9961.00,2.00,2008-7-7 0:00:00,"CW",3.00,5.00,"C",3.00,"1","D",
"ANNABESSACOO",9961.00,2.00,2008-8-5 0:00:00,"CW",3.00,5.00,"C",7.30,"1","D",
"ANNABESSACOO",9961.00,2.00,2008-9-5 0:00:00,"CW",3.00,5.00,"C",8.50,"1","D",
"ANNABESSACOO",9961.00,2.00,2008-10-3 0:00:00,"CW",3.00,5.00,"C",12.00,"1","D",
"ANNABESSACOO",9961.00,2.00,2009-5-18 0:00:00,"CW",3.00,6.00,"C",7.20,"1","D",
"ANNABESSACOO",9961.00,2.00,2009-6-8 0:00:00,"CW",3.00,5.00,"C",2.60,"1","D",
"ANNABESSACOO",9961.00,2.00,2009-7-9 0:00:00,"CW",3.00,5.00,"C",5.30,"1","D",
"ANNABESSACOO",9961.00,2.00,2009-8-12 0:00:00,"CW",3.00,5.00,"C",7.90,"1","D",
"ANNABESSACOO",9961.00,2.00,2009-9-10 0:00:00,"CW",3.00,6.00,"C",14.00,"1","D",
"ANNABESSACOO",9961.00,2.00,2009-10-14 0:00:00,"CW",3.00,5.50,"C",9.40,"1","D",
"ANNABESSACOO",9961.00,2.00,2010-5-17 0:00:00,"CW",3.00,6.00,"C",9.90,"1","D",
"ANNABESSACOO",9961.00,2.00,2010-6-2 0:00:00,"CW",3.00,5.00,"C",3.60,"1","D",
"ANNABESSACOO",9961.00,2.00,2010-7-7 0:00:00,"CW",3.00,5.50,"C",3.00,"1","D",
"ANNABESSACOO",9961.00,2.00,2010-8-4 0:00:00,"CW",3.00,5.00,"C",7.40,"1","D",
"ANNABESSACOO",9961.00,2.00,2010-9-9 0:00:00,"CW",3.00,5.00,"C",38.00,"1","D",
"ANNABESSACOO",9961.00,2.00,2010-10-5 0:00:00,"CW",3.00,5.00,"C",16.00,"1","D",
"ANNABESSACOO",9961.00,2.00,2011-5-23 0:00:00,"CW",3.00,6.00,"C",5.70,"1","D",
"ANNABESSACOO",9961.00,2.00,2011-6-8 0:00:00,"CW",3.00,5.00,"C",3.50,"1","D",
"ANNABESSACOO",9961.00,2.00,2011-7-5 0:00:00,"CW",3.00,5.00,"C",8.80,"1","D",
"ANNABESSACOO",9961.00,2.00,2011-8-5 0:00:00,"CW",3.00,5.00,"C",13.00,"1","D",
"ANNABESSACOO",9961.00,2.00,2011-9-9 0:00:00,"CW",3.00,5.00,"C",17.00,"1","D",
"ANNABESSACOO",9961.00,2.00,2012-5-23 0:00:00,"CW",3.00,5.00,"C",3.10,"1","D",
"ANNABESSACOO",9961.00,2.00,2012-6-15 0:00:00,"CW",3.00,5.00,"C",2.90,"1","D",
"ANNABESSACOO",9961.00,2.00,2012-7-12 0:00:00,"CW",3.00,4.50,"C",3.10,"1","D",
"ANNABESSACOO",9961.00,2.00,2012-8-21 0:00:00,"CW",3.00,5.00,"C",8.20,"1","D",
"ANNABESSACOO",9961.00,2.00,2012-9-17 0:00:00,"CW",3.00,5.00,"C",17.00,"1","D",
"ANNABESSACOO",9961.00,2.00,2012-10-24 0:00:00,"CW",3.00,5.00,"C",38.00,"1","D",
"ANNABESSACOO",9961.00,2.00,2013-5-23 0:00:00,"CW",3.00,6.00,"C",4.90,"1","D",
"ANNABESSACOO",9961.00,2.00,2013-6-14 0:00:00,"CW",3.00,5.00,"C",4.60,"1","D",
"ANNABESSACOO",9961.00,2.00,2013-7-2 0:00:00,"CW",3.00,4.00,"C",10.40,"1","D",
"ANNABESSACOO",9961.00,2.00,2013-8-5 0:00:00,"CW",3.00,4.00,"C",11.00,"1","D",
"ANNABESSACOO",9961.00,2.00,2013-8-20 0:00:00,"CW",3.00,5.00,"C",9.10,"1","D",
"ANNABESSACOO",9961.00,2.00,2013-9-20 0:00:00,"CW",3.00,5.00,"C",5.70,"1","D",
"ANNABESSACOO",9961.00,2.00,2014-5-22 0:00:00,"CW",3.00,5.00,"C",4.30,"1","HETL",
"ANNABESSACOO",9961.00,2.00,2014-6-25 0:00:00,"CW",3.00,5.50,"C",3.10,"1","HETL",
"ANNABESSACOO",9961.00,2.00,2014-7-24 0:00:00,"CW",3.00,5.00,"C",6.80,"1","HETL",
"ANNABESSACOO",9961.00,2.00,2014-8-6 0:00:00,"CW",3.00,5.50,"C",11.00,"1","HETL",
"ANNABESSACOO",9961.00,2.00,2014-8-20 0:00:00,"CW",3.00,5.00,"C",14.00,"1","HETL",
"ANNABESSACOO",9961.00,2.00,2014-9-5 0:00:00,"CW",3.00,5.00,"C",14.00,"1","HETL",
"ANNABESSACOO",9961.00,2.00,2014-10-6 0:00:00,"CW",3.00,5.00,"C",14.00,"1","HETL",
"ANNABESSACOO",9961.00,2.00,2015-5-21 0:00:00,"CW",3.00,5.00,"C",5.80,"1","HETL",
"ANNABESSACOO",9961.00,2.00,2015-6-15 0:00:00,"CW",3.00,5.00,"C",5.40,"1","HETL",
"ANNABESSACOO",9961.00,2.00,2015-7-6 0:00:00,"CW",3.00,5.00,"C",5.40,"1","HETL",
"ANNABESSACOO",9961.00,2.00,2015-7-16 0:00:00,"CW",3.00,5.00,"C",6.20,"1","HETL",
"ANNABESSACOO",9961.00,2.00,2015-8-11 0:00:00,"CW",3.00,5.50,"C",10.00,"1","HETL",
"ANNABESSACOO",9961.00,2.00,2015-9-9 0:00:00,"CW",3.00,5.00,"C",13.00,"1","HETL",
"ANNABESSACOO",9961.00,2.00,2015-10-8 0:00:00,"CW",3.00,6.00,"C",15.00,"1","HETL",
"ANNABESSACOO",9961.00,2.00,2016-5-4 0:00:00,"CW",3.00,6.00,"C",1.60,"1","HETL",
"ANNABESSACOO",9961.00,2.00,2016-6-1 0:00:00,"CW",3.00,4.00,"C",2.20,"1","HETL",
"ANNABESSACOO",9961.00,2.00,2016-7-6 0:00:00,"CW",3.00,5.50,"C",2.50,"1","HETL",
"ANNABESSACOO",9961.00,2.00,2016-8-3 0:00:00,"CW",3.00,5.00,"C",2.90,"1","HETL",
"ANNABESSACOO",9961.00,2.00,2016-8-31 0:00:00,"CW",3.00,5.00,"C",13.00,"1","HETL",
"ANNABESSACOO",9961.00,2.00,2016-8-31 0:00:00,"CW",3.00,5.00,"C",16.90,"2","HETL",
"ANNABESSACOO",9961.00,2.00,2016-9-29 0:00:00,"CW",3.00,5.00,"C",20.00,"1","HETL",
"ANNABESSACOO",9961.00,2.00,2016-10-19 0:00:00,"CW",3.00,5.00,"C",8.90,"1","HETL",
"ANNABESSACOO",9961.00,2.00,2017-5-12 0:00:00,"CW",3.00,6.00,"C",5.80,"1","HETL",
"ANNABESSACOO",9961.00,2.00,2017-6-8 0:00:00,"CW",3.00,6.00,"C",3.30,"1","HETL",
"ANNABESSACOO",9961.00,2.00,2017-7-6 0:00:00,"CW",3.00,5.00,"C",2.70,"1","HETL",
"ANNABESSACOO",9961.00,2.00,2017-7-31 0:00:00,"CW",3.00,5.00,"C",9.70,"1","HETL",
"ANNABESSACOO",9961.00,2.00,2017-8-30 0:00:00,"CW",3.00,5.50,"C",20.00,"1","HETL",
"ANNABESSACOO",9961.00,2.00,2017-9-27 0:00:00,"CW",3.00,5.00,"C",14.00,"1","HETL",
"ANNABESSACOO",9961.00,2.00,2017-11-1 0:00:00,"CW",3.00,5.00,"C",11.00,"1","HETL",
"ANNABESSACOO",9961.00,2.00,2018-5-21 0:00:00,"CW",3.00,6.00,"C",4.00,"1","HETL",
"ANNABESSACOO",9961.00,2.00,2018-6-8 0:00:00,"CW",3.00,5.00,"C",3.00,"1","HETL",
"ANNABESSACOO",9961.00,2.00,2018-6-20 0:00:00,"CW",3.00,5.00,"C",4.00,"1","HETL",
"ANNABESSACOO",9961.00,2.00,2018-7-2 0:00:00,"CW",3.00,5.00,"C",4.00,"1","HETL",
"ANNABESSACOO",9961.00,2.00,2018-7-18 0:00:00,"CW",3.00,5.50,"C",5.00,"1","HETL",
"ANNABESSACOO",9961.00,2.00,2018-8-1 0:00:00,"CW",3.00,5.00,"C",8.00,"1","HETL",
"ANNABESSACOO",9961.00,2.00,2018-8-14 0:00:00,"CW",3.00,4.50,"C",21.00,"1","HETL",
"ANNABESSACOO",9961.00,2.00,2018-8-29 0:00:00,"CW",3.00,5.00,"C",18.00,"1","HETL",
"ANNABESSACOO",9961.00,2.00,2018-9-12 0:00:00,"CW",3.00,5.50,"C",10.00,"1","HETL",
"ANNABESSACOO",9961.00,2.00,2018-9-25 0:00:00,"CW",3.00,6.00,"C",9.00,"1","HETL",
"ANNABESSACOO",9961.00,2.00,2018-10-9 0:00:00,"CW",3.00,6.00,"C",15.00,"1","HETL",
"ANNABESSACOO",9961.00,2.00,2018-10-25 0:00:00,"CW",3.00,5.00,"C",13.00,"1","HETL",
"ANNABESSACOO",9961.00,4.00,1977-5-5 0:00:00,"EI",2.00,,"C",6.40,,,
"ANNABESSACOO",9961.00,5.00,1977-5-27 0:00:00,"EI",2.00,,"C",6.90,,,
"ANNABESSACOO",9961.00,5.00,1977-9-15 0:00:00,"EI",2.00,,"C",18.60,,,
"ANNABESSACOO",9961.00,5.00,1977-11-3 0:00:00,"EI",2.00,0.00,"G",6.90,,,
"ANNABESSACOO",9961.00,5.00,1978-7-21 0:00:00,"CW",3.00,3.00,,51.27,,,
"ANNABESSACOO",9961.00,5.00,1982-3-12 0:00:00,"CW",3.00,6.00,"C",1.50,,,
"BERRY P",3828.00,1.00,1979-5-3 0:00:00,"CW",3.00,6.00,"C",1.70,,,
"BERRY P",3828.00,1.00,1979-7-6 0:00:00,"CW",3.00,5.00,"C",2.80,,,
"BERRY P",3828.00,1.00,1979-8-1 0:00:00,"CW",3.00,4.00,"C",3.70,,,
"BERRY P",3828.00,1.00,1979-8-17 0:00:00,"CW",3.00,5.00,"C",4.00,,,
"BERRY P",3828.00,1.00,1979-8-29 0:00:00,"CW",3.00,5.00,"C",4.90,,,
"BERRY P",3828.00,1.00,1979-9-28 0:00:00,"CW",3.00,5.00,"C",3.90,,,
"BERRY P",3828.00,1.00,1980-4-24 0:00:00,"CW",3.00,6.00,"C",3.00,,,
"BERRY P",3828.00,1.00,1981-6-11 0:00:00,"CW",3.00,7.00,"C",3.80,,,
"BERRY P",3828.00,1.00,1981-7-7 0:00:00,"CW",3.00,5.00,"C",2.80,,,
"BERRY P",3828.00,1.00,1981-7-7 0:00:00,"CW",3.00,5.00,"C",2.90,,,
"BERRY P",3828.00,1.00,1981-8-28 0:00:00,"CW",3.00,5.00,"C",3.60,,,
"BERRY P",3828.00,1.00,1981-8-28 0:00:00,"CW",3.00,5.00,"C",4.00,,,
"BERRY P",3828.00,1.00,1981-9-30 0:00:00,"CW",3.00,6.00,"C",2.00,,,
"BERRY P",3828.00,1.00,1982-3-23 0:00:00,"CW",3.00,7.00,"C",0.30,,,
"BERRY P",3828.00,1.00,1982-5-12 0:00:00,"CW",3.00,7.00,"C",2.10,,,
"BERRY P",3828.00,1.00,1982-7-13 0:00:00,"CW",3.00,5.00,"C",3.00,,,
"BERRY P",3828.00,1.00,1982-8-5 0:00:00,"CW",3.00,4.00,"C",2.90,,,
"BERRY P",3828.00,1.00,1982-9-28 0:00:00,"CW",3.00,6.00,"C",3.10,,,
"BERRY P",3828.00,1.00,1990-5-31 0:00:00,"EI",3.00,6.00,"C",3.50,,,
"BERRY P",3828.00,1.00,1990-6-26 0:00:00,"EI",3.00,5.00,"C",4.10,,,
"BERRY P",3828.00,1.00,1990-7-31 0:00:00,"EI",3.00,4.00,"C",7.10,,,
"BERRY P",3828.00,1.00,1990-8-29 0:00:00,"EI",3.00,4.00,"C",1.80,,,
"BERRY P",3828.00,1.00,1990-9-26 0:00:00,"EI",3.00,6.00,"C",6.90,,,
"BERRY P",3828.00,1.00,1993-5-25 0:00:00,"CW",3.00,4.00,"C",2.90,,,
"BERRY P",3828.00,1.00,1993-6-29 0:00:00,"CW",3.00,4.00,"C",3.90,,,
"BERRY P",3828.00,1.00,1993-7-27 0:00:00,"CW",3.00,4.00,"C",3.70,,,
"BERRY P",3828.00,1.00,1993-8-24 0:00:00,"CW",3.00,4.00,"C",3.10,,,
"BERRY P",3828.00,1.00,1993-9-21 0:00:00,"CW",3.00,6.00,"C",3.00,,,
"BERRY P",3828.00,1.00,1996-5-16 0:00:00,"CW",3.00,6.00,"C",3.20,,,
"BERRY P",3828.00,1.00,1996-6-11 0:00:00,"CW",3.00,4.00,"C",2.50,,,
"BERRY P",3828.00,1.00,1996-7-12 0:00:00,"CW",3.00,4.00,"C",5.10,,,
"BERRY P",3828.00,1.00,1996-8-13 0:00:00,"CW",3.00,4.00,"C",2.20,,,
"BERRY P",3828.00,1.00,1999-5-13 0:00:00,"CW",3.00,5.00,"C",4.60,"1","D",
"BERRY P",3828.00,1.00,1999-6-8 0:00:00,"CW",3.00,4.00,"C",4.04,"1","D",
"BERRY P",3828.00,1.00,1999-7-8 0:00:00,"CW",3.00,5.00,"C",4.63,"1","D",
"BERRY P",3828.00,1.00,1999-8-9 0:00:00,"CW",3.00,5.00,"C",3.72,"1","D",
"BERRY P",3828.00,1.00,1999-9-8 0:00:00,"CW",3.00,5.00,"C",3.75,"1","D",
"BERRY P",3828.00,1.00,2002-5-21 0:00:00,"CW",3.00,8.00,"C",2.50,"1","D",
"BERRY P",3828.00,1.00,2002-6-21 0:00:00,"CW",3.00,3.00,"C",8.70,"1","D",
"BERRY P",3828.00,1.00,2002-7-17 0:00:00,"CW",3.00,3.00,"C",5.40,"1","D",
"BERRY P",3828.00,1.00,2002-8-20 0:00:00,"CW",3.00,4.00,"C",4.60,"1","D",
"BERRY P",3828.00,1.00,2002-9-20 0:00:00,"CW",3.00,5.00,"C",4.40,"1","D",
"BERRY P",3828.00,1.00,2002-10-23 0:00:00,"CW",3.00,5.00,"C",4.70,"1","D",
"BERRY P",3828.00,1.00,2005-5-13 0:00:00,"CW",3.00,8.00,"C",2.00,"1","D",
"BERRY P",3828.00,1.00,2005-7-5 0:00:00,"CW",3.00,4.00,"C",6.70,"1","D",
"BERRY P",3828.00,1.00,2005-8-3 0:00:00,"CW",3.00,4.00,"C",22.80,"1","D",
"BERRY P",3828.00,1.00,2005-9-9 0:00:00,"CW",3.00,4.00,"C",2.90,"1","D",
"BERRY P",3828.00,1.00,2005-10-7 0:00:00,"CW",3.00,6.00,"C",2.60,"1","D",
"BERRY P",3828.00,1.00,2008-5-30 0:00:00,"CW",3.00,4.00,"C",4.30,"1","D",
"BERRY P",3828.00,1.00,2008-6-25 0:00:00,"CW",3.00,4.00,"C",7.90,"1","D",
"BERRY P",3828.00,1.00,2008-7-30 0:00:00,"CW",3.00,4.00,"C",5.20,"1","D",
"BERRY P",3828.00,1.00,2008-8-20 0:00:00,"CW",3.00,4.00,"C",5.70,"1","D",
"BERRY P",3828.00,1.00,2008-9-25 0:00:00,"CW",3.00,5.00,"C",4.80,"1","D",
"BERRY P",3828.00,1.00,2008-11-4 0:00:00,"CW",3.00,8.00,"C",3.20,"1","D",
"BERRY P",3828.00,1.00,2010-8-9 0:00:00,"CW",3.00,4.00,"C",3.30,"1","S",
"BERRY P",3828.00,1.00,2011-6-3 0:00:00,"CW",3.00,4.00,"C",6.10,"1","D",
"BERRY P",3828.00,1.00,2011-6-28 0:00:00,"CW",3.00,3.50,"C",7.00,"1","D",
"BERRY P",3828.00,1.00,2011-7-21 0:00:00,"CW",3.00,3.50,"C",4.70,"1","D",
"BERRY P",3828.00,1.00,2011-8-12 0:00:00,"CW",3.00,3.50,"C",4.40,"1","D",
"BERRY P",3828.00,1.00,2011-9-26 0:00:00,"CW",3.00,5.00,"C",3.60,"1","D",
"BERRY P",3828.00,1.00,2014-6-2 0:00:00,"CW",3.00,5.00,"C",3.40,"1","HETL",
"BERRY P",3828.00,1.00,2014-6-19 0:00:00,"CW",3.00,4.00,"C",3.40,"1","HETL",
"BERRY P",3828.00,1.00,2014-7-15 0:00:00,"CW",3.00,3.50,"C",4.90,"1","HETL",
"BERRY P",3828.00,1.00,2014-8-14 0:00:00,"CW",3.00,3.00,"C",3.80,"1","HETL",
"BERRY P",3828.00,1.00,2014-9-15 0:00:00,"CW",3.00,4.00,"C",5.70,"1","HETL",
"BERRY P",3828.00,1.00,2017-5-25 0:00:00,"CW",3.00,6.00,"C",2.60,"1","HETL",
"BERRY P",3828.00,1.00,2017-6-22 0:00:00,"CW",3.00,4.00,"C",2.90,"1","HETL",
"BERRY P",3828.00,1.00,2017-7-20 0:00:00,"CW",3.00,3.50,"C",5.20,"1","HETL",
"BERRY P",3828.00,1.00,2017-8-17 0:00:00,"CW",3.00,4.00,"C",1.80,"1","HETL",
"BERRY P",3828.00,1.00,2017-9-14 0:00:00,"CW",3.00,5.00,"C",4.50,"1","HETL",
"BERRY P",3828.00,1.00,2017-10-12 0:00:00,"CW",3.00,6.00,"C",6.10,"1","HETL",
"BUKER P",5242.00,1.00,1976-4-20 0:00:00,"CW",3.00,,"C",1.60,,,
"BUKER P",5242.00,1.00,1976-5-18 0:00:00,"CW",3.00,,"C",2.10,,,
"BUKER P",5242.00,1.00,1976-6-13 0:00:00,"CW",3.00,,"C",4.30,,,
"BUKER P",5242.00,1.00,1976-7-11 0:00:00,"CW",3.00,,"C",9.20,,,
"BUKER P",5242.00,1.00,1976-7-27 0:00:00,"CW",3.00,,"C",4.90,,,
"BUKER P",5242.00,1.00,1976-8-6 0:00:00,"CW",3.00,,"C",3.10,,,
"BUKER P",5242.00,1.00,1976-8-24 0:00:00,"CW",3.00,,"C",14.50,,,
"BUKER P",5242.00,1.00,1976-9-6 0:00:00,"CW",3.00,,"C",10.50,,,
"BUKER P",5242.00,1.00,1976-9-16 0:00:00,"CW",3.00,,"C",22.40,,,
"BUKER P",5242.00,1.00,1976-10-5 0:00:00,"CW",3.00,,"C",3.60,,,
"BUKER P",5242.00,1.00,1976-10-19 0:00:00,"CW",3.00,,"C",3.50,,,
"BUKER P",5242.00,1.00,1979-5-1 0:00:00,"CW",3.00,5.00,"C",1.90,,,
"BUKER P",5242.00,1.00,1979-6-26 0:00:00,"CW",3.00,5.00,"C",3.50,,,
"BUKER P",5242.00,1.00,1979-7-31 0:00:00,"CW",3.00,5.00,"C",7.00,,,
"BUKER P",5242.00,1.00,1979-8-21 0:00:00,"CW",3.00,4.00,"C",3.90,,,
"BUKER P",5242.00,1.00,1980-4-25 0:00:00,"CW",3.00,7.00,"C",2.00,,,
"BUKER P",5242.00,1.00,1983-8-3 0:00:00,"EI",2.00,3.00,"C",1.40,,,
"BUKER P",5242.00,1.00,1992-5-27 0:00:00,"CW",3.00,4.00,"C",7.10,,,
"BUKER P",5242.00,1.00,1992-6-16 0:00:00,"CW",3.00,4.00,"C",3.10,,,
"BUKER P",5242.00,1.00,1992-7-28 0:00:00,"CW",3.00,4.00,"C",2.70,,,
"BUKER P",5242.00,1.00,1992-8-27 0:00:00,"CW",3.00,4.00,"C",2.10,"D",,
"BUKER P",5242.00,1.00,1992-8-27 0:00:00,"CW",3.00,4.00,"C",2.30,"D",,
"BUKER P",5242.00,1.00,1992-9-24 0:00:00,"CW",3.00,5.00,"C",2.80,,,
"BUKER P",5242.00,1.00,1996-7-16 0:00:00,"CW",3.00,4.00,"C",10.60,,,
"BUKER P",5242.00,1.00,1998-5-14 0:00:00,"CW",3.00,4.00,"C",3.42,"1","D",
"BUKER P",5242.00,1.00,1998-6-19 0:00:00,"CW",3.00,5.00,"C",1.59,"1","D",
"BUKER P",5242.00,1.00,1998-7-16 0:00:00,"CW",3.00,3.00,"C",8.79,"1","D",
"BUKER P",5242.00,1.00,1998-8-13 0:00:00,"CW",3.00,4.00,"C",5.50,"1","D",
"BUKER P",5242.00,1.00,1998-9-16 0:00:00,"CW",3.00,4.00,"C",4.19,"1","D",
"BUKER P",5242.00,1.00,1998-10-19 0:00:00,"CW",3.00,6.00,"C",2.07,"1","D",
"BUKER P",5242.00,1.00,2001-5-8 0:00:00,"CW",3.00,3.00,"C",2.30,"1","D",
"BUKER P",5242.00,1.00,2001-6-5 0:00:00,"CW",3.00,5.00,"C",7.60,"1","D",
"BUKER P",5242.00,1.00,2001-7-3 0:00:00,"CW",3.00,4.00,"C",3.60,"1","D",
"BUKER P",5242.00,1.00,2001-8-9 0:00:00,"CW",3.00,5.00,"C",3.90,"1","D",
"BUKER P",5242.00,1.00,2001-9-20 0:00:00,"CW",3.00,5.00,"C",3.20,"1","D",
"BUKER P",5242.00,1.00,2001-10-10 0:00:00,"CW",3.00,6.00,"C",2.60,"1","D",
"BUKER P",5242.00,1.00,2004-5-17 0:00:00,"CW",3.00,5.00,"C",8.80,"1","D",
"BUKER P",5242.00,1.00,2004-6-14 0:00:00,"CW",3.00,5.00,"C",4.90,"1","D",
"BUKER P",5242.00,1.00,2004-7-2 0:00:00,"CW",3.00,4.00,"C",6.70,"1","D",
"BUKER P",5242.00,1.00,2004-8-6 0:00:00,"CW",3.00,5.00,"C",8.20,"1","D",
"BUKER P",5242.00,1.00,2004-9-7 0:00:00,"CW",3.00,5.00,"C",5.40,"1","D",
"BUKER P",5242.00,1.00,2004-10-7 0:00:00,"CW",3.00,6.00,"C",2.50,"1","D",
"BUKER P",5242.00,1.00,2007-5-21 0:00:00,"CW",3.00,3.00,"C",2.90,"1","D",
"BUKER P",5242.00,1.00,2007-6-7 0:00:00,"CW",3.00,4.00,"C",3.40,"1","D",
"BUKER P",5242.00,1.00,2007-7-5 0:00:00,"CW",3.00,4.00,"C",5.20,"1","D",
"BUKER P",5242.00,1.00,2007-8-7 0:00:00,"CW",3.00,4.00,"C",3.40,"1","D",
"BUKER P",5242.00,1.00,2007-9-14 0:00:00,"CW",3.00,5.00,"C",2.50,"1","D",
"BUKER P",5242.00,1.00,2007-11-5 0:00:00,"CW",3.00,7.00,"C",6.00,"1","D",
"BUKER P",5242.00,1.00,2008-6-7 0:00:00,"CW",3.00,4.00,"C",3.40,"1","D",
"BUKER P",5242.00,1.00,2010-5-26 0:00:00,"CW",3.00,4.00,"C",4.40,"1","D",
"BUKER P",5242.00,1.00,2010-6-18 0:00:00,"CW",3.00,4.00,"C",3.20,"1","D",
"BUKER P",5242.00,1.00,2010-7-28 0:00:00,"CW",3.00,4.00,"C",2.40,"1","D",
"BUKER P",5242.00,1.00,2010-8-18 0:00:00,"CW",3.00,4.50,"C",2.50,"1","S",
"BUKER P",5242.00,1.00,2010-9-21 0:00:00,"CW",3.00,5.50,"C",2.40,"1","D",
"BUKER P",5242.00,1.00,2010-10-28 0:00:00,"CW",3.00,8.00,"C",2.40,"1","D",
"BUKER P",5242.00,1.00,2013-5-28 0:00:00,"CW",3.00,5.50,"C",1.70,"1","D",
"BUKER P",5242.00,1.00,2013-6-20 0:00:00,"CW",3.00,4.00,"C",4.40,"1","D",
"BUKER P",5242.00,1.00,2013-7-12 0:00:00,"CW",3.00,4.00,"C",13.00,"1","D",
"BUKER P",5242.00,1.00,2013-8-15 0:00:00,"CW",3.00,4.00,"C",5.30,"1","d",
"BUKER P",5242.00,1.00,2013-9-19 0:00:00,"CW",3.00,4.00,"C",8.10,"1","D",
"BUKER P",5242.00,1.00,2016-5-26 0:00:00,"CW",3.00,5.00,"C",3.20,"1","HETL",
"BUKER P",5242.00,1.00,2016-6-23 0:00:00,"CW",3.00,5.00,"C",4.50,"1","HETL",
"BUKER P",5242.00,1.00,2016-7-28 0:00:00,"CW",3.00,5.00,"C",3.40,"1","HETL",
"BUKER P",5242.00,1.00,2016-8-26 0:00:00,"CW",3.00,5.00,"C",3.00,"1","HETL",
"BUKER P",5242.00,1.00,2016-9-26 0:00:00,"CW",3.00,6.00,"C",2.80,"1","HETL",
"BUKER P",5242.00,1.00,2016-10-11 0:00:00,"CW",3.00,7.00,"C",3.80,"1","HETL",
"CARLTON P",5310.00,1.00,1976-4-28 0:00:00,"CW",3.00,,"C",2.60,,,
"CARLTON P",5310.00,1.00,1976-5-16 0:00:00,"CW",3.00,,"C",0.90,,,
"CARLTON P",5310.00,1.00,1976-6-14 0:00:00,"CW",3.00,,"C",0.90,,,
"CARLTON P",5310.00,1.00,1976-6-24 0:00:00,"CW",3.00,,"C",1.40,,,
"CARLTON P",5310.00,1.00,1976-7-8 0:00:00,"CW",3.00,,"C",1.40,,,
"CARLTON P",5310.00,1.00,1976-7-23 0:00:00,"CW",3.00,,"C",0.90,,,
"CARLTON P",5310.00,1.00,1976-8-5 0:00:00,"CW",3.00,,"C",1.30,,,
"CARLTON P",5310.00,1.00,1976-8-19 0:00:00,"CW",3.00,,"C",1.10,,,
"CARLTON P",5310.00,1.00,1976-9-2 0:00:00,"CW",3.00,,"C",2.10,,,
"CARLTON P",5310.00,1.00,1976-9-20 0:00:00,"CW",3.00,,"C",2.10,,,
"CARLTON P",5310.00,1.00,1976-9-30 0:00:00,"CW",3.00,,"C",2.80,,,
"CARLTON P",5310.00,1.00,1976-10-14 0:00:00,"CW",3.00,,"C",1.70,,,
"CARLTON P",5310.00,1.00,1979-5-3 0:00:00,"CW",3.00,10.00,"C",3.90,,,
"CARLTON P",5310.00,1.00,1979-7-13 0:00:00,"CW",3.00,10.00,"C",2.00,,,
"CARLTON P",5310.00,1.00,1979-7-30 0:00:00,"CW",3.00,10.00,"C",3.20,,,
"CARLTON P",5310.00,1.00,1979-8-10 0:00:00,"CW",3.00,8.00,"C",2.70,,,
"CARLTON P",5310.00,1.00,1979-8-23 0:00:00,"CW",3.00,8.00,"C",3.00,,,
"CARLTON P",5310.00,1.00,1980-5-2 0:00:00,"CW",3.00,10.00,"C",3.10,,,
"CARLTON P",5310.00,1.00,1980-7-9 0:00:00,"CW",3.00,10.00,"C",3.10,,,
"CARLTON P",5310.00,1.00,1981-6-3 0:00:00,"CW",3.00,10.00,"C",2.10,,,
"CARLTON P",5310.00,1.00,1981-7-7 0:00:00,"CW",3.00,10.00,"C",3.00,,,
"CARLTON P",5310.00,1.00,1981-7-7 0:00:00,"CW",3.00,10.00,"C",3.20,,,
"CARLTON P",5310.00,1.00,1982-5-12 0:00:00,"CW",3.00,10.00,"C",1.70,,,
"CARLTON P",5310.00,1.00,1982-7-14 0:00:00,"CW",3.00,7.00,"C",4.70,,,
"CARLTON P",5310.00,1.00,1983-5-12 0:00:00,"CW",3.00,10.00,"C",14.90,,,
"CARLTON P",5310.00,1.00,1983-5-12 0:00:00,"CW",3.00,10.00,"C",15.80,,,
"CARLTON P",5310.00,1.00,1983-6-21 0:00:00,"CW",3.00,8.00,"C",15.50,,,
"CARLTON P",5310.00,1.00,1984-8-22 0:00:00,"CW",3.00,10.00,"C",1.10,,,
"CARLTON P",5310.00,1.00,1985-5-24 0:00:00,"CW",3.00,7.00,"C",5.50,,,
"CARLTON P",5310.00,1.00,1991-5-31 0:00:00,"CW",3.00,10.00,"C",0.70,,,
"CARLTON P",5310.00,1.00,1991-6-25 0:00:00,"CW",3.00,5.00,"C",3.90,,,
"CARLTON P",5310.00,1.00,1991-7-16 0:00:00,"CW",3.00,5.00,"C",1.30,,,
