"lake","midas","station","date","time","agency","project","depth","type","chla","r","l","flag","year","month"
"carlton","5310","1",1976-09-02,"0:00:00","cw","3",NA,"c",2.1,NA,"",NA,1976,9
"carlton","5310","1",1976-09-20,"0:00:00","cw","3",NA,"c",2.1,NA,"",NA,1976,9
"carlton","5310","1",1976-09-30,"0:00:00","cw","3",NA,"c",2.8,NA,"",NA,1976,9
"carlton","5310","1",1976-10-14,"0:00:00","cw","3",NA,"c",1.7,NA,"",NA,1976,10
"carlton","5310","1",1979-05-03,"0:00:00","cw","3",10,"c",3.9,NA,"",NA,1979,5
"carlton","5310","1",1979-07-13,"0:00:00","cw","3",10,"c",2,NA,"",NA,1979,7
"carlton","5310","1",1979-07-30,"0:00:00","cw","3",10,"c",3.2,NA,"",NA,1979,7
"carlton","5310","1",1979-08-10,"0:00:00","cw","3",8,"c",2.7,NA,"",NA,1979,8
"carlton","5310","1",1979-08-23,"0:00:00","cw","3",8,"c",3,NA,"",NA,1979,8
"carlton","5310","1",1980-05-02,"0:00:00","cw","3",10,"c",3.1,NA,"",NA,1980,5
"carlton","5310","1",1980-07-09,"0:00:00","cw","3",10,"c",3.1,NA,"",NA,1980,7
"carlton","5310","1",1981-06-03,"0:00:00","cw","3",10,"c",2.1,NA,"",NA,1981,6
"carlton","5310","1",1981-07-07,"0:00:00","cw","3",10,"c",3,NA,"",NA,1981,7
"carlton","5310","1",1981-07-07,"0:00:00","cw","3",10,"c",3.2,NA,"",NA,1981,7
"carlton","5310","1",1982-05-12,"0:00:00","cw","3",10,"c",1.7,NA,"",NA,1982,5
"carlton","5310","1",1982-07-14,"0:00:00","cw","3",7,"c",4.7,NA,"",NA,1982,7
"carlton","5310","1",1983-05-12,"0:00:00","cw","3",10,"c",14.9,NA,"",NA,1983,5
"carlton","5310","1",1983-05-12,"0:00:00","cw","3",10,"c",15.8,NA,"",NA,1983,5
"carlton","5310","1",1983-06-21,"0:00:00","cw","3",8,"c",15.5,NA,"",NA,1983,6
"carlton","5310","1",1984-08-22,"0:00:00","cw","3",10,"c",1.1,NA,"",NA,1984,8
"carlton","5310","1",1985-05-24,"0:00:00","cw","3",7,"c",5.5,NA,"",NA,1985,5
"carlton","5310","1",1991-05-31,"0:00:00","cw","3",10,"c",0.7,NA,"",NA,1991,5
"carlton","5310","1",1991-06-25,"0:00:00","cw","3",5,"c",3.9,NA,"",NA,1991,6
"carlton","5310","1",1991-07-16,"0:00:00","cw","3",5,"c",1.3,NA,"",NA,1991,7
"carlton","5310","1",1991-08-22,"0:00:00","cw","3",7,"c",2.5,NA,"",NA,1991,8
"carlton","5310","1",1991-09-24,"0:00:00","cw","3",7,"c",2.5,NA,"",NA,1991,9
"carlton","5310","1",1992-05-26,"0:00:00","cw","3",6,"c",5.5,NA,"",NA,1992,5
"carlton","5310","1",1992-06-24,"0:00:00","cw","3",5,"c",1.7,NA,"",NA,1992,6
"carlton","5310","1",1992-07-22,"0:00:00","cw","3",6,"c",2,NA,"",NA,1992,7
"carlton","5310","1",1993-05-20,"0:00:00","cw","3",5,"c",1.2,NA,"",NA,1993,5
"carlton","5310","1",1993-08-11,"0:00:00","cw","3",4,"c",2.1,NA,"",NA,1993,8
"carlton","5310","1",1994-05-17,"0:00:00","cw","3",10,"c",4.5,NA,"",NA,1994,5
"carlton","5310","1",1994-06-24,"0:00:00","cw","3",4,"c",2.6,NA,"",NA,1994,6
"carlton","5310","1",1994-07-21,"0:00:00","cw","3",5,"c",2.6,NA,"",NA,1994,7
"carlton","5310","1",1994-08-16,"0:00:00","cw","3",6,"c",2.9,NA,"",NA,1994,8
"carlton","5310","1",1994-09-14,"0:00:00","cw","3",8,"c",3.6,NA,"",NA,1994,9
"carlton","5310","1",1997-05-27,"0:00:00","cw","3",10,"c",1.1,NA,"d",NA,1997,5
"carlton","5310","1",1997-06-24,"0:00:00","cw","3",4,"c",4.76,NA,"d",NA,1997,6
"carlton","5310","1",1997-07-24,"0:00:00","cw","3",5,"c",3.9,NA,"d",NA,1997,7
"carlton","5310","1",1997-08-20,"0:00:00","cw","3",6,"c",4.36,NA,"d",NA,1997,8
"carlton","5310","1",1997-09-17,"0:00:00","cw","3",7,"c",6.3,NA,"d",NA,1997,9
"carlton","5310","1",1998-07-24,"0:00:00","cw","3",4,"c",38.08,"1","d",NA,1998,7
"carlton","5310","1",1998-08-05,"0:00:00","cw","3",5,"c",7.66,"1","d",NA,1998,8
"carlton","5310","1",1998-08-20,"0:00:00","ei","2",4,"c",4.2,"1","e",NA,1998,8
"carlton","5310","1",1998-08-27,"0:00:00","cw","3",4,"c",3.2,"1","d",NA,1998,8
"carlton","5310","1",1998-09-30,"0:00:00","cw","3",6,"c",10.63,"1","d",NA,1998,9
"carlton","5310","1",1998-10-23,"0:00:00","cw","3",10,"c",4.35,"1","d",NA,1998,10
"carlton","5310","1",1999-05-04,"0:00:00","cw","3",10,"c",2.35,"1","d",NA,1999,5
"carlton","5310","1",1999-05-21,"0:00:00","cw","3",6,"c",6.01,"1","d",NA,1999,5
"carlton","5310","1",1999-06-04,"0:00:00","cw","3",5,"c",3.79,"1","d",NA,1999,6
"carlton","5310","1",1999-06-22,"0:00:00","cw","3",5,"c",5.93,"1","d",NA,1999,6
"carlton","5310","1",1999-07-07,"0:00:00","cw","3",5,"c",4.26,"1","d",NA,1999,7
"carlton","5310","1",1999-08-09,"0:00:00","cw","3",6,"c",3.81,"1","d",NA,1999,8
"carlton","5310","1",1999-08-20,"0:00:00","cw","3",7,"c",3.17,"1","d",NA,1999,8
"carlton","5310","1",1999-09-08,"0:00:00","cw","3",6,"c",2.65,"1","d",NA,1999,9
"carlton","5310","1",1999-09-24,"0:00:00","cw","3",9,"c",3.05,"1","d",NA,1999,9
"carlton","5310","1",2000-05-11,"0:00:00","cw","3",10,"c",15,"1","d",NA,2000,5
"carlton","5310","1",2000-05-22,"0:00:00","cw","3",5,"c",6.7,"1","d",NA,2000,5
"carlton","5310","1",2000-06-01,"0:00:00","cw","3",6,"c",7.4,"1","d",NA,2000,6
"carlton","5310","1",2000-06-13,"0:00:00","cw","3",6,"c",4.8,"1","d",NA,2000,6
"carlton","5310","1",2000-06-26,"0:00:00","cw","3",5,"c",2.2,"1","d",NA,2000,6
"carlton","5310","1",2000-07-07,"0:00:00","cw","3",5,"c",2.3,"1","d",NA,2000,7
"carlton","5310","1",2000-08-21,"0:00:00","cw","3",7,"c",2.2,"1","d",NA,2000,8
"carlton","5310","1",2000-09-05,"0:00:00","cw","3",7,"c",1.8,"1","d",NA,2000,9
"carlton","5310","1",2000-09-18,"0:00:00","cw","3",8,"c",2.7,"1","d",NA,2000,9
"carlton","5310","1",2000-09-26,"0:00:00","cw","3",6,"c",2.7,"1","d",NA,2000,9
"carlton","5310","1",2000-10-03,"0:00:00","cw","3",9,"c",1,"1","d",NA,2000,10
"carlton","5310","1",2000-10-23,"0:00:00","cw","3",10,"c",4.2,"1","d",NA,2000,10
"carlton","5310","1",2001-05-10,"0:00:00","cw","3",4,"c",3.1,"1","d",NA,2001,5
"carlton","5310","1",2001-05-25,"0:00:00","cw","3",3,"c",11.3,"1","d",NA,2001,5
"carlton","5310","1",2001-06-11,"0:00:00","cw","3",4,"c",1.7,"1","d",NA,2001,6
"carlton","5310","1",2001-06-28,"0:00:00","cw","3",5,"c",1.9,"1","d",NA,2001,6
"carlton","5310","1",2004-08-05,"0:00:00","cw","3",5,"c",5.1,"1","d",NA,2004,8
"carlton","5310","1",2004-09-17,"0:00:00","cw","3",7,"c",4.8,"1","d",NA,2004,9
"carlton","5310","1",2004-10-14,"0:00:00","cw","3",8,"c",6,"1","d",NA,2004,10
"carlton","5310","1",2005-06-02,"0:00:00","cw","3",10,"c",8.7,"1","d",NA,2005,6
"carlton","5310","1",2005-07-20,"0:00:00","cw","3",5,"c",7.2,"1","d",NA,2005,7
"carlton","5310","1",2005-08-05,"0:00:00","cw","3",5,"c",4.3,"1","d",NA,2005,8
"carlton","5310","1",2005-09-14,"0:00:00","cw","3",6,"c",2.3,"1","d",NA,2005,9
"carlton","5310","1",2005-10-12,"0:00:00","cw","3",9,"c",3.6,"1","d",NA,2005,10
"carlton","5310","1",2007-08-21,"0:00:00","cw","3",6,"c",4.4,"1","s",NA,2007,8
"carlton","5310","1",2010-06-22,"0:00:00","cw","3",5,"c",2.8,"1","d",NA,2010,6
"carlton","5310","1",2010-07-30,"0:00:00","cw","3",5,"c",1.9,"1","d",NA,2010,7
"carlton","5310","1",2010-08-24,"0:00:00","cw","3",6.5,"c",3.2,"1","d",NA,2010,8
"carlton","5310","1",2010-08-24,"0:00:00","cw","3",6.5,"c",3.3,"1","s",NA,2010,8
"carlton","5310","1",2010-10-19,"0:00:00","cw","3",9,"c",3.6,"1","d",NA,2010,10
"carlton","5310","1",2011-06-07,"0:00:00","cw","3",4,"c",3,"1","d",NA,2011,6
"carlton","5310","1",2011-06-28,"0:00:00","cw","3",5,"c",6.7,"1","d",NA,2011,6
"carlton","5310","1",2011-07-25,"0:00:00","cw","3",5,"c",5.5,"1","d",NA,2011,7
"carlton","5310","1",2011-07-25,"0:00:00","cw","3",5,"c",5.7,"2","d",NA,2011,7
"carlton","5310","1",2011-08-24,"0:00:00","cw","3",5,"c",4.6,"1","d",NA,2011,8
"carlton","5310","1",2011-10-07,"0:00:00","cw","3",7,"c",4,"1","d",NA,2011,10
"carlton","5310","1",2012-06-15,"0:00:00","cw","3",5,"c",3.5,"1","d",NA,2012,6
"carlton","5310","1",2012-07-17,"0:00:00","cw","3",5,"c",4.9,"1","d",NA,2012,7
"carlton","5310","1",2012-08-23,"0:00:00","cw","3",6,"c",2.5,"1","d",NA,2012,8
"carlton","5310","1",2012-09-24,"0:00:00","cw","3",6.5,"c",3.9,"1","d",NA,2012,9
"carlton","5310","1",2015-06-04,"0:00:00","cw","3",8,"c",6.6,"1","hetl",NA,2015,6
"carlton","5310","1",2015-06-16,"0:00:00","cw","3",8,"c",7,"1","hetl",NA,2015,6
"carlton","5310","1",2015-07-09,"0:00:00","cw","3",8,"c",9.5,"1","hetl",NA,2015,7
"carlton","5310","1",2015-08-06,"0:00:00","cw","3",8,"c",3.9,"1","hetl",NA,2015,8
"carlton","5310","1",2015-09-03,"0:00:00","cw","3",6,"c",3.7,"1","hetl",NA,2015,9
"carlton","5310","1",2015-10-23,"0:00:00","cw","3",9,"c",3.9,"1","hetl",NA,2015,10
"carlton","5310","1",2018-05-31,"0:00:00","cw","3",8,"c",12,"1","hetl",NA,2018,5
"carlton","5310","1",2018-06-25,"0:00:00","cw","3",8,"c",48,"1","hetl",NA,2018,6
"carlton","5310","1",2018-07-17,"0:00:00","cw","3",8,"c",6,"1","hetl",NA,2018,7
"carlton","5310","1",2018-08-29,"0:00:00","cw","3",8,"c",3,"1","hetl",NA,2018,8
"carlton","5310","1",2018-09-26,"0:00:00","cw","3",7,"c",3,"1","hetl",NA,2018,9
"carlton","5310","1",2018-10-22,"0:00:00","cw","3",9,"c",2,"1","hetl",NA,2018,10
"cobbossee","5236","1",1976-04-21,"0:00:00","cw","3",NA,"c",3,NA,"",NA,1976,4
"cobbossee","5236","1",1976-05-17,"0:00:00","cw","3",NA,"c",6.5,NA,"",NA,1976,5
"cobbossee","5236","1",1976-06-10,"0:00:00","cw","3",NA,"c",3.9,NA,"",NA,1976,6
"cobbossee","5236","1",1976-06-24,"0:00:00","cw","3",NA,"c",2.7,NA,"",NA,1976,6
"cobbossee","5236","1",1976-07-08,"0:00:00","cw","3",NA,"c",4.4,NA,"",NA,1976,7
"cobbossee","5236","1",1976-07-26,"0:00:00","cw","3",NA,"c",5.1,NA,"",NA,1976,7
"cobbossee","5236","1",1976-08-05,"0:00:00","cw","3",NA,"c",5.3,NA,"",NA,1976,8
"cobbossee","5236","1",1976-08-19,"0:00:00","cw","3",NA,"c",7.1,NA,"",NA,1976,8
"cobbossee","5236","1",1976-09-03,"0:00:00","cw","3",NA,"c",12.6,NA,"",NA,1976,9
"cobbossee","5236","1",1976-09-17,"0:00:00","cw","3",NA,"c",18.8,NA,"",NA,1976,9
"cobbossee","5236","1",1976-10-01,"0:00:00","cw","3",NA,"c",9.7,NA,"",NA,1976,10
"cobbossee","5236","1",1976-10-18,"0:00:00","cw","3",NA,"c",7.3,NA,"",NA,1976,10
"cobbossee","5236","1",1977-07-20,"0:00:00","cw","3",6,"c",1.5,"1","d",NA,1977,7
"cobbossee","5236","1",1977-08-26,"0:00:00","cw","3",6,"c",18.9,"1","d",NA,1977,8
"cobbossee","5236","1",1977-09-16,"0:00:00","cw","3",NA,"g",16.3,NA,"",NA,1977,9
"cobbossee","5236","1",1977-09-16,"0:00:00","cw","3",6,"c",16.3,"1","d",NA,1977,9
"cobbossee","5236","1",1977-09-30,"0:00:00","cw","3",5,"c",11.1,NA,"",NA,1977,9
"cobbossee","5236","1",1977-10-10,"0:00:00","cw","3",5,"c",13,NA,"",NA,1977,10
"cobbossee","5236","1",1977-11-17,"0:00:00","cw","3",5,"c",6.9,NA,"",NA,1977,11
"cobbossee","5236","1",1978-01-24,"0:00:00","cw","3",3,"g",3.2,NA,"",NA,1978,1
"cobbossee","5236","1",1978-01-24,"0:00:00","cw","3",7,"g",2.9,NA,"",NA,1978,1
"cobbossee","5236","1",1978-02-17,"0:00:00","cw","3",3,"g",1.7,NA,"",NA,1978,2
"cobbossee","5236","1",1978-02-17,"0:00:00","cw","3",7,"g",1,NA,"",NA,1978,2
"cobbossee","5236","1",1978-03-24,"0:00:00","cw","3",3,"g",10.2,NA,"",NA,1978,3
"cobbossee","5236","1",1978-06-26,"0:00:00","cw","3",5,"c",4.7,NA,"",NA,1978,6
"cobbossee","5236","1",1978-07-13,"0:00:00","ei","2",5,"c",1.5,NA,"",NA,1978,7
"cobbossee","5236","1",1978-08-11,"0:00:00","cw","3",5,"c",7.3,NA,"",NA,1978,8
"cobbossee","5236","1",1978-09-05,"0:00:00","cw","3",5,"c",14.6,NA,"",NA,1978,9
"cobbossee","5236","1",1978-09-26,"0:00:00","cw","3",5,"c",13.1,NA,"",NA,1978,9
"cobbossee","5236","1",1978-10-19,"0:00:00","cw","3",5,"c",4.6,NA,"",NA,1978,10
"cobbossee","5236","1",1978-11-21,"0:00:00","cw","3",5,"c",11.8,NA,"",NA,1978,11
"cobbossee","5236","1",1978-12-29,"0:00:00","cw","3",5,"c",11.3,NA,"",NA,1978,12
"cobbossee","5236","1",1979-02-22,"0:00:00","cw","3",5,"c",4.5,NA,"",NA,1979,2
"cobbossee","5236","1",1979-04-23,"0:00:00","cw","3",10,"c",12.4,NA,"",NA,1979,4
"cobbossee","5236","1",1979-05-07,"0:00:00","cw","3",10,"c",5.6,NA,"",NA,1979,5
"cobbossee","5236","1",1979-06-01,"0:00:00","cw","3",10,"c",1.8,NA,"",NA,1979,6
"cobbossee","5236","1",1979-06-13,"0:00:00","cw","3",10,"c",6.9,NA,"",NA,1979,6
"cobbossee","5236","1",1979-06-28,"0:00:00","cw","3",10,"c",3.8,NA,"",NA,1979,6
"cobbossee","5236","1",1979-07-10,"0:00:00","cw","3",10,"c",3.3,NA,"",NA,1979,7
"cobbossee","5236","1",1979-07-26,"0:00:00","cw","3",10,"c",3.8,NA,"",NA,1979,7
"cobbossee","5236","1",1979-08-08,"0:00:00","cw","3",9,"c",5.9,NA,"",NA,1979,8
"cobbossee","5236","1",1979-08-17,"0:00:00","cw","3",8,"c",12.9,NA,"",NA,1979,8
"cobbossee","5236","1",1979-08-22,"0:00:00","cw","3",8,"c",14.4,NA,"",NA,1979,8
"cobbossee","5236","1",1979-08-30,"0:00:00","cw","3",7,"c",15.7,NA,"",NA,1979,8
"cobbossee","5236","1",1979-09-07,"0:00:00","cw","3",9,"c",14.9,NA,"",NA,1979,9
"cobbossee","5236","1",1979-09-19,"0:00:00","cw","3",9,"c",18.8,NA,"",NA,1979,9
"cobbossee","5236","1",1979-10-02,"0:00:00","cw","3",10,"c",7.5,NA,"",NA,1979,10
"cobbossee","5236","1",1979-10-15,"0:00:00","cw","3",10,"c",8.7,NA,"",NA,1979,10
"cobbossee","5236","1",1979-10-30,"0:00:00","cw","3",10,"c",16.3,NA,"",NA,1979,10
"cobbossee","5236","1",1980-02-07,"0:00:00","cw","3",10,"c",2.5,NA,"",NA,1980,2
"cobbossee","5236","1",1980-02-07,"0:00:00","cw","3",10,"c",5.8,NA,"",NA,1980,2
"cobbossee","5236","1",1980-04-14,"0:00:00","cw","3",10,"c",8.1,NA,"",NA,1980,4
"cobbossee","5236","1",1980-05-05,"0:00:00","cw","3",10,"c",4.2,NA,"",NA,1980,5
"cobbossee","5236","1",1980-05-05,"0:00:00","cw","3",10,"c",5.5,NA,"",NA,1980,5
"cobbossee","5236","1",1980-06-05,"0:00:00","cw","3",10,"c",6.1,NA,"",NA,1980,6
"cobbossee","5236","1",1980-06-16,"0:00:00","cw","3",10,"c",7.3,NA,"",NA,1980,6
"cobbossee","5236","1",1980-06-16,"0:00:00","cw","3",10,"c",7.4,NA,"",NA,1980,6
"cobbossee","5236","1",1980-06-18,"0:00:00","cw","3",10,"c",6.3,NA,"",NA,1980,6
"cobbossee","5236","1",1980-07-03,"0:00:00","cw","3",10,"c",5.1,NA,"",NA,1980,7
"cobbossee","5236","1",1980-07-10,"0:00:00","cw","3",9,"c",3.7,NA,"",NA,1980,7
"cobbossee","5236","1",1980-07-17,"0:00:00","cw","3",9,"c",3.9,NA,"",NA,1980,7
"cobbossee","5236","1",1980-07-24,"0:00:00","cw","3",8,"c",5.7,NA,"",NA,1980,7
"cobbossee","5236","1",1980-08-01,"0:00:00","cw","3",8,"c",4.6,NA,"",NA,1980,8
"cobbossee","5236","1",1980-08-08,"0:00:00","cw","3",7,"c",10.1,NA,"",NA,1980,8
"cobbossee","5236","1",1980-08-13,"0:00:00","cw","3",8,"c",10.7,NA,"",NA,1980,8
"cobbossee","5236","1",1980-08-21,"0:00:00","cw","3",8,"c",21.4,NA,"",NA,1980,8
"cobbossee","5236","1",1980-08-30,"0:00:00","cw","3",8,"c",16.7,NA,"",NA,1980,8
"cobbossee","5236","1",1980-09-04,"0:00:00","cw","3",8,"c",18.1,NA,"",NA,1980,9
"cobbossee","5236","1",1980-09-09,"0:00:00","cw","3",8,"c",17.8,NA,"",NA,1980,9
"cobbossee","5236","1",1980-09-18,"0:00:00","cw","3",9,"c",20.5,NA,"",NA,1980,9
"cobbossee","5236","1",1980-10-07,"0:00:00","cw","3",10,"c",8.6,NA,"",NA,1980,10
"cobbossee","5236","1",1980-11-07,"0:00:00","cw","3",10,"c",7,NA,"",NA,1980,11
"cobbossee","5236","1",1981-03-24,"0:00:00","cw","3",10,"c",5.3,NA,"",NA,1981,3
"cobbossee","5236","1",1981-03-24,"0:00:00","cw","3",10,"c",5.5,NA,"",NA,1981,3
"cobbossee","5236","1",1981-04-28,"0:00:00","cw","3",10,"c",6.1,NA,"",NA,1981,4
"cobbossee","5236","1",1981-04-28,"0:00:00","cw","3",10,"c",6.3,NA,"",NA,1981,4
"cobbossee","5236","1",1981-05-26,"0:00:00","cw","3",10,"c",3.5,NA,"",NA,1981,5
"cobbossee","5236","1",1981-06-18,"0:00:00","cw","3",10,"c",2.2,NA,"",NA,1981,6
"cobbossee","5236","1",1981-07-07,"0:00:00","cw","3",8,"c",3.5,NA,"",NA,1981,7
"cobbossee","5236","1",1981-07-08,"0:00:00","cw","3",8,"c",3.7,NA,"",NA,1981,7
"cobbossee","5236","1",1981-08-03,"0:00:00","cw","3",8,"c",6.4,NA,"",NA,1981,8
"cobbossee","5236","1",1981-08-03,"0:00:00","cw","3",8,"g",7,NA,"",NA,1981,8
"cobbossee","5236","1",1981-09-02,"0:00:00","cw","3",9,"c",15.2,NA,"",NA,1981,9
"cobbossee","5236","1",1981-09-18,"0:00:00","cw","3",10,"c",22.6,NA,"",NA,1981,9
"cobbossee","5236","1",1981-10-01,"0:00:00","cw","3",10,"c",11.9,NA,"",NA,1981,10
"cobbossee","5236","1",1981-11-09,"0:00:00","cw","3",10,"c",9.7,NA,"",NA,1981,11
"cobbossee","5236","1",1982-03-15,"0:00:00","cw","3",10,"c",0.9,NA,"",NA,1982,3
"cobbossee","5236","1",1982-05-06,"0:00:00","cw","3",10,"c",2.9,NA,"",NA,1982,5
"cobbossee","5236","1",1982-05-18,"0:00:00","cw","3",10,"c",5.2,NA,"",NA,1982,5
"cobbossee","5236","1",1982-06-03,"0:00:00","cw","3",10,"c",2.9,NA,"",NA,1982,6
"cobbossee","5236","1",1982-07-09,"0:00:00","cw","3",10,"c",5.5,NA,"",NA,1982,7
"cobbossee","5236","1",1982-08-03,"0:00:00","cw","3",7,"c",5.2,NA,"",NA,1982,8
"cobbossee","5236","1",1982-08-03,"0:00:00","cw","3",7,"c",5.3,NA,"",NA,1982,8
"cobbossee","5236","1",1982-08-31,"0:00:00","cw","3",7,"c",5.5,NA,"",NA,1982,8
"cobbossee","5236","1",1982-09-17,"0:00:00","cw","3",10,"c",5.7,NA,"",NA,1982,9
"cobbossee","5236","1",1982-10-19,"0:00:00","cw","3",10,"c",6,NA,"",NA,1982,10
"cobbossee","5236","1",1982-11-12,"0:00:00","cw","3",10,"c",10.1,NA,"",NA,1982,11
"cobbossee","5236","1",1983-06-13,"0:00:00","cw","3",10,"c",5.9,NA,"",NA,1983,6
"cobbossee","5236","1",1983-07-07,"0:00:00","cw","3",7,"c",4.5,NA,"",NA,1983,7
"cobbossee","5236","1",1983-08-10,"0:00:00","cw","3",7,"c",3.8,NA,"",NA,1983,8
"cobbossee","5236","1",1983-09-06,"0:00:00","cw","3",7,"c",9.6,NA,"",NA,1983,9
"cobbossee","5236","1",1983-09-23,"0:00:00","cw","3",9,"c",18.6,NA,"",NA,1983,9
"cobbossee","5236","1",1983-09-23,"0:00:00","cw","3",9,"c",19.7,NA,"",NA,1983,9
"cobbossee","5236","1",1983-10-07,"0:00:00","cw","3",10,"c",5.3,NA,"",NA,1983,10
"cobbossee","5236","1",1983-11-02,"0:00:00","cw","3",10,"c",14,NA,"",NA,1983,11
"cobbossee","5236","1",1984-05-10,"0:00:00","cw","3",10,"c",6.4,NA,"",NA,1984,5
"cobbossee","5236","1",1984-05-10,"0:00:00","cw","3",10,"c",6.6,NA,"",NA,1984,5
"cobbossee","5236","1",1984-05-24,"0:00:00","cw","3",10,"c",8.6,NA,"",NA,1984,5
"cobbossee","5236","1",1984-05-24,"0:00:00","cw","3",10,"c",9.3,NA,"",NA,1984,5
"cobbossee","5236","1",1984-05-24,"0:00:00","cw","3",10,"c",9.7,NA,"",NA,1984,5
"cobbossee","5236","1",1984-07-30,"0:00:00","cw","3",7,"c",4.7,NA,"",NA,1984,7
"cobbossee","5236","1",1984-08-13,"0:00:00","cw","3",6,"c",5.8,NA,"",NA,1984,8
"cobbossee","5236","1",1984-08-27,"0:00:00","cw","3",6,"c",16.7,NA,"",NA,1984,8
"cobbossee","5236","1",1984-09-17,"0:00:00","cw","3",9,"c",13.3,NA,"",NA,1984,9
"cobbossee","5236","1",1984-10-11,"0:00:00","cw","3",10,"c",12.4,NA,"",NA,1984,10
"cobbossee","5236","1",1985-05-15,"0:00:00","cw","3",10,"c",3.5,NA,"",NA,1985,5
"cobbossee","5236","1",1985-06-25,"0:00:00","cw","3",8,"c",3.4,NA,"",NA,1985,6
"cobbossee","5236","1",1985-08-27,"0:00:00","cw","3",8,"c",20.3,NA,"",NA,1985,8
"cobbossee","5236","1",1985-09-06,"0:00:00","cw","3",10,"c",13.5,NA,"",NA,1985,9
"cobbossee","5236","1",1986-04-25,"0:00:00","ei","2",10,"c",4,NA,"",NA,1986,4
"cobbossee","5236","1",1986-05-15,"0:00:00","cw","3",10,"c",8.4,NA,"",NA,1986,5
"cobbossee","5236","1",1986-06-18,"0:00:00","ei","2",8,"c",4.8,NA,"",NA,1986,6
"cobbossee","5236","1",1986-07-18,"0:00:00","cw","3",7,"c",3.9,NA,"",NA,1986,7
"cobbossee","5236","1",1986-08-15,"0:00:00","ei","3",7,"c",6.3,NA,"",NA,1986,8
"cobbossee","5236","1",1986-09-02,"0:00:00","cw","3",9,"c",8.6,NA,"",NA,1986,9
"cobbossee","5236","1",1986-10-22,"0:00:00","cw","3",10,"c",7.5,NA,"",NA,1986,10
"cobbossee","5236","1",1987-06-19,"0:00:00","cw","3",8,"c",4.5,NA,"",NA,1987,6
"cobbossee","5236","1",1987-07-17,"0:00:00","cw","3",7,"c",5,NA,"",NA,1987,7
"cobbossee","5236","1",1987-08-12,"0:00:00","cw","3",7,"c",6.3,NA,"",NA,1987,8
"cobbossee","5236","1",1987-10-06,"0:00:00","cw","3",10,"c",7.6,NA,"",NA,1987,10
"cobbossee","5236","1",1988-06-28,"0:00:00","cw","3",10,"c",3.6,NA,"",NA,1988,6
"cobbossee","5236","1",1988-07-21,"0:00:00","ei","2",5,"c",7.2,NA,"",NA,1988,7
"cobbossee","5236","1",1988-07-28,"0:00:00","cw","3",6,"c",7.2,NA,"",NA,1988,7
"cobbossee","5236","1",1988-09-27,"0:00:00","cw","3",10,"c",13,NA,"",NA,1988,9
"cobbossee","5236","1",1988-10-20,"0:00:00","cw","3",10,"c",7.6,NA,"",NA,1988,10
"cobbossee","5236","1",1989-05-25,"0:00:00","cw","3",10,"c",4.6,NA,"",NA,1989,5
"cobbossee","5236","1",1989-06-30,"0:00:00","cw","3",10,"c",4.7,NA,"",NA,1989,6
"cobbossee","5236","1",1989-08-08,"0:00:00","cw","3",6,"c",6.7,NA,"",NA,1989,8
"cobbossee","5236","1",1991-05-28,"0:00:00","cw","3",10,"c",4.4,NA,"",NA,1991,5
"cobbossee","5236","1",1991-06-18,"0:00:00","cw","3",10,"c",6.8,NA,"",NA,1991,6
"cobbossee","5236","1",1991-07-24,"0:00:00","cw","3",5,"c",19.6,NA,"",NA,1991,7
"cobbossee","5236","1",1991-08-26,"0:00:00","cw","3",10,"c",14.3,NA,"",NA,1991,8
"cobbossee","5236","1",1991-09-16,"0:00:00","cw","3",9,"c",19.6,NA,"",NA,1991,9
"cobbossee","5236","1",1992-05-12,"0:00:00","cw","3",10,"c",9.5,NA,"",NA,1992,5
"cobbossee","5236","1",1992-06-09,"0:00:00","cw","3",7,"c",39.6,"d","",NA,1992,6
"cobbossee","5236","1",1992-06-09,"0:00:00","cw","3",7,"c",40.1,"d","",NA,1992,6
"cobbossee","5236","1",1992-07-14,"0:00:00","cw","3",7,"c",34.4,NA,"",NA,1992,7
"cobbossee","5236","1",1992-08-11,"0:00:00","cw","3",6,"c",14.3,NA,"",NA,1992,8
"cobbossee","5236","1",1992-09-09,"0:00:00","cw","3",8,"c",11.4,"d","",NA,1992,9
"cobbossee","5236","1",1992-10-14,"0:00:00","cw","3",10,"c",19.3,NA,"",NA,1992,10
"cobbossee","5236","1",1993-05-03,"0:00:00","cw","3",10,"c",6.5,NA,"",NA,1993,5
"cobbossee","5236","1",1993-06-03,"0:00:00","cw","3",7,"c",21.7,NA,"",NA,1993,6
"cobbossee","5236","1",1993-07-06,"0:00:00","cw","3",5,"c",8.1,NA,"",NA,1993,7
"cobbossee","5236","1",1993-08-05,"0:00:00","cw","3",7,"c",14.2,NA,"",NA,1993,8
"cobbossee","5236","1",1993-09-02,"0:00:00","cw","3",7,"c",16,NA,"",NA,1993,9
"cobbossee","5236","1",1993-10-06,"0:00:00","cw","3",10,"c",22.3,NA,"",NA,1993,10
"cobbossee","5236","1",1994-05-04,"0:00:00","cw","3",10,"c",6.9,NA,"",NA,1994,5
"cobbossee","5236","1",1994-06-07,"0:00:00","cw","3",6,"c",14.1,NA,"",NA,1994,6
"cobbossee","5236","1",1994-07-07,"0:00:00","cw","3",7,"c",6.9,NA,"",NA,1994,7
