"lake","midas","station","date","time","agency","project","surveyor1","surveyor2","surveyor3","surveyor4","windvel","winddir","cloudcvr","secchi","seccbot","scope","rep","qa_cert","gloeo","comments","sampleid","year","month"
"cobbossee","5236","1",2015-09-24,"0:00:00","cw","3","burton;ryan","dennis;mark","",NA,5,1,"b",3.71,"n","4","1","bu-0773","9.9","","5236_1_2015-09-24_cw",2015,9
"cobbossee","5236","1",2015-10-20,"0:00:00","cw","3","burton;ryan","dennis;mark","",NA,9,5,"b",5.08,"n","4","1","de-2261","9.9","","5236_1_2015-10-20_cw",2015,10
"cobbossee","5236","1",2016-05-12,"0:00:00","cw","3","burton;ryan","dennis;matt","",NA,2,5,"b",7.01,"n","4","1","de-2874","9.9","","5236_1_2016-05-12_cw",2016,5
"cobbossee","5236","1",2016-05-12,"0:00:00","cw","3","burton;ryan","dennis;matt","",NA,2,5,"b",7.22,"n","4","1","bu-0773","9.9","","5236_1_2016-05-12_cw",2016,5
"cobbossee","5236","1",2016-05-25,"0:00:00","cw","3","burton;ryan","bond;meryl","",NA,10,4,"b",8.21,"n","4","1","bo-2655","9.9","","5236_1_2016-05-25_cw",2016,5
"cobbossee","5236","1",2016-05-25,"0:00:00","cw","3","burton;ryan","bond;meryl","",NA,10,4,"b",8.36,"n","4","1","bu-0773","9.9","","5236_1_2016-05-25_cw",2016,5
"cobbossee","5236","1",2016-05-30,"0:00:00","ei","3","farrell;debbi","farrell;john","",NA,3,4,"b",5.96,"n","4","1","fa-2446","9.9","","5236_1_2016-05-30_ei",2016,5
"cobbossee","5236","1",2016-06-08,"0:00:00","cw","3","burton;ryan","bond;meryl","",NA,18,8,"b",7.6,"n","4","1","bo-2655","9.9","","5236_1_2016-06-08_cw",2016,6
"cobbossee","5236","1",2016-06-11,"0:00:00","ei","3","farrell;debbi","farrell;john","",NA,15,8,"o",5.66,"n","4","1","fa-2446","9.9","","5236_1_2016-06-11_ei",2016,6
"cobbossee","5236","1",2016-06-22,"0:00:00","cw","3","burton;ryan","bond;meryl","",NA,0,0,"c",6.33,"n","4","1","bo-2655","9.9","","5236_1_2016-06-22_cw",2016,6
"cobbossee","5236","1",2016-06-26,"0:00:00","ei","3","farrell;debbi","farrell;john","",NA,7,4,"b",5.63,"n","4","1","fa-2446","9.9","","5236_1_2016-06-26_ei",2016,6
"cobbossee","5236","1",2016-07-13,"0:00:00","cw","3","burton;ryan","bond;meryl","",NA,14,5,"b",6.92,"n","4","1","bo-2655","9.9","","5236_1_2016-07-13_cw",2016,7
"cobbossee","5236","1",2016-07-17,"0:00:00","ei","3","farrell;debbi","farrell;john","",NA,0,0,"b",7.5,"n","4","1","fa-2447","9.9","","5236_1_2016-07-17_ei",2016,7
"cobbossee","5236","1",2016-07-17,"0:00:00","ei","3","farrell;debbi","farrell;john","",NA,0,0,"b",7.71,"n","4","1","fa-2446","9.9","","5236_1_2016-07-17_ei",2016,7
"cobbossee","5236","1",2016-07-27,"0:00:00","cw","3","burton;ryan","bond;meryl","",NA,3,4,"b",8.45,"n","4","1","bo-2655","9.9","","5236_1_2016-07-27_cw",2016,7
"cobbossee","5236","1",2016-07-31,"0:00:00","ei","3","farrell;debbi","farrell;john","",NA,0,0,"c",7.2,"n","4","1","fa-2446","9.9","","5236_1_2016-07-31_ei",2016,7
"cobbossee","5236","1",2016-08-09,"0:00:00","cw","3","burton;ryan","bond;meryl","",NA,2,5,"b",6.78,"n","4","1","bo-2655","9.9","","5236_1_2016-08-09_cw",2016,8
"cobbossee","5236","1",2016-08-09,"0:00:00","cw","3","burton;ryan","bond;meryl","",NA,2,5,"b",6.79,"n","4","1","bu-0773","9.9","","5236_1_2016-08-09_cw",2016,8
"cobbossee","5236","1",2016-08-14,"0:00:00","ei","3","farrell;debbi","farrell;john","",NA,7,5,"b",6.34,"n","4","1","fa-2446","9.9","","5236_1_2016-08-14_ei",2016,8
"cobbossee","5236","1",2016-08-24,"0:00:00","cw","3","burton;ryan","bond;meryl","",NA,8,5,"b",6.82,"n","4","1","bu-0773","9.9","","5236_1_2016-08-24_cw",2016,8
"cobbossee","5236","1",2016-08-24,"0:00:00","cw","3","burton;ryan","bond;meryl","",NA,8,5,"b",7.04,"n","4","1","bo-2655","9.9","","5236_1_2016-08-24_cw",2016,8
"cobbossee","5236","1",2016-09-03,"0:00:00","ei","3","farrell;debbi","farrell;john","",NA,0,0,"b",6.23,"n","4","1","fa-2446","9.9","","5236_1_2016-09-03_ei",2016,9
"cobbossee","5236","1",2016-09-07,"0:00:00","cw","3","burton;ryan","dennis;wendy","",NA,10,4,"c",5.94,"n","4","1","bu-0773","9.9","","5236_1_2016-09-07_cw",2016,9
"cobbossee","5236","1",2016-09-07,"0:00:00","cw","3","burton;ryan","dennis;wendy","",NA,10,4,"c",6.09,"n","4","1","de-0023","9.9","","5236_1_2016-09-07_cw",2016,9
"cobbossee","5236","1",2016-09-21,"0:00:00","cw","3","burton;ryan","dennis;wendy","",NA,4,6,"b",5.43,"n","4","1","bu-0773","9.9","","5236_1_2016-09-21_cw",2016,9
"cobbossee","5236","1",2016-09-21,"0:00:00","cw","3","burton;ryan","dennis;wendy","",NA,4,6,"b",5.58,"n","4","1","de-0023","9.9","","5236_1_2016-09-21_cw",2016,9
"cobbossee","5236","1",2016-10-05,"0:00:00","cw","3","burton;ryan","dennis;wendy","",NA,0,0,"b",4.7,"n","4","1","de-0023","9.9","","5236_1_2016-10-05_cw",2016,10
"cobbossee","5236","1",2016-10-05,"0:00:00","cw","3","burton;ryan","dennis;wendy","",NA,0,0,"b",4.85,"n","4","1","bu-0773","9.9","","5236_1_2016-10-05_cw",2016,10
"cobbossee","5236","1",2016-10-19,"0:00:00","cw","3","burton;ryan","dennis;wendy","",NA,7,7,"b",4.73,"n","4","1","de-0023","9.9","","5236_1_2016-10-19_cw",2016,10
"cobbossee","5236","1",2016-10-19,"0:00:00","cw","3","burton;ryan","dennis;wendy","",NA,7,7,"b",4.78,"n","4","1","bu-0773","9.9","","5236_1_2016-10-19_cw",2016,10
"cobbossee","5236","1",2017-05-18,"0:00:00","cw","3","burton;ryan","dennis;wendy","",NA,10,5,"b",5.34,"n","4","1","bu-0773","9.9","","5236_1_2017-05-18_cw",2017,5
"cobbossee","5236","1",2017-06-04,"0:00:00","ei","3","farrell;debbi","farrell;john","",NA,0,0,"c",6.94,"n","4","1","fa-2446","9.9","","5236_1_2017-06-04_ei",2017,6
"cobbossee","5236","1",2017-06-13,"0:00:00","cw","3","burton;ryan","hutchinson;ericka","",NA,3,7,"b",5.08,"n","4","1","hu-1910","9.9","","5236_1_2017-06-13_cw",2017,6
"cobbossee","5236","1",2017-06-13,"0:00:00","cw","3","burton;ryan","hutchinson;ericka","",NA,3,7,"b",5.19,"n","4","1","bu-0773","9.9","","5236_1_2017-06-13_cw",2017,6
"cobbossee","5236","1",2017-06-18,"0:00:00","ei","3","farrell;debbi","farrell;john","",NA,7,5,"c",4.19,"n","4","1","fa-2446","9.9","","5236_1_2017-06-18_ei",2017,6
"cobbossee","5236","1",2017-06-26,"0:00:00","cw","3","burton;ryan","hutchinson;ericka","",NA,3,6,"c",6.37,"n","4","1","hu-1910","9.9","","5236_1_2017-06-26_cw",2017,6
"cobbossee","5236","1",2017-06-26,"0:00:00","cw","3","burton;ryan","hutchinson;ericka","",NA,3,6,"c",6.43,"n","4","1","bu-0773","9.9","","5236_1_2017-06-26_cw",2017,6
"cobbossee","5236","1",2017-07-02,"0:00:00","ei","3","farrell;debbi","farrell;john","",NA,7,6,"c",6.95,"n","4","1","fa-2446","9.9","","5236_1_2017-07-02_ei",2017,7
"cobbossee","5236","1",2017-07-14,"0:00:00","cw","3","burton;ryan","hutchinson;ericka","",NA,2,5,"c",7.37,"n","4","1","hu-1910","9.9","","5236_1_2017-07-14_cw",2017,7
"cobbossee","5236","1",2017-07-14,"0:00:00","cw","3","burton;ryan","hutchinson;ericka","",NA,2,5,"c",7.49,"n","4","1","bu-0773","9.9","","5236_1_2017-07-14_cw",2017,7
"cobbossee","5236","1",2017-07-16,"0:00:00","ei","3","farrell;debbi","farrell;john","",NA,0,0,"b",6.52,"n","4","1","fa-2446","9.9","","5236_1_2017-07-16_ei",2017,7
"cobbossee","5236","1",2017-07-30,"0:00:00","ei","3","farrell;debbi","farrell;john","",NA,7,1,"c",6.46,"n","4","1","fa-2446","9.9","","5236_1_2017-07-30_ei",2017,7
"cobbossee","5236","1",2017-08-09,"0:00:00","cw","3","burton;ryan","hutchinson;ericka","",NA,4,6,NA,5.32,"n","4","1","hu-1910","9.9","","5236_1_2017-08-09_cw",2017,8
"cobbossee","5236","1",2017-08-09,"0:00:00","cw","3","burton;ryan","hutchinson;ericka","",NA,4,6,NA,5.39,"n","4","1","bu-0773","9.9","","5236_1_2017-08-09_cw",2017,8
"cobbossee","5236","1",2017-08-20,"0:00:00","ei","3","farrell;debbi","farrell;john","",NA,9,7,"c",4.45,"n","4","1","fa-2446","9.9","","5236_1_2017-08-20_ei",2017,8
"cobbossee","5236","1",2017-09-07,"0:00:00","cw","3","burton;ryan","dennis;matthew","",NA,10,6,"o",3.22,"n","4","1","bu-0773","9.9","","5236_1_2017-09-07_cw",2017,9
"cobbossee","5236","1",2017-09-07,"0:00:00","cw","3","burton;ryan","dennis;matthew","",NA,10,6,"o",3.31,"n","4","1","de-2874","9.9","","5236_1_2017-09-07_cw",2017,9
"cobbossee","5236","1",2017-09-25,"0:00:00","cw","3","burton;ryan","hutchinson;ericka","",NA,0,0,"b",2.25,"n","4","1","bu-0773","9.9","","5236_1_2017-09-25_cw",2017,9
"cobbossee","5236","1",2017-09-25,"0:00:00","cw","3","burton;ryan","hutchinson;ericka","",NA,0,0,"b",2.41,"n","4","1","hu-1910","9.9","","5236_1_2017-09-25_cw",2017,9
"cobbossee","5236","1",2017-10-05,"0:00:00","cw","3","burton;ryan","dennis;wendy","",NA,2,7,"b",3.22,"n","4","1","bu-0773","9.9","","5236_1_2017-10-05_cw",2017,10
"cobbossee","5236","1",2017-10-05,"0:00:00","cw","3","burton;ryan","dennis;wendy","",NA,2,7,"b",3.33,"n","4","1","de-0023","9.9","","5236_1_2017-10-05_cw",2017,10
"cobbossee","5236","1",2017-10-16,"0:00:00","cw","3","burton;ryan","hutchinson;ericka","",NA,8,7,"c",3.19,"n","4","1","hu-1910","9.9","","5236_1_2017-10-16_cw",2017,10
"cobbossee","5236","1",2017-10-16,"0:00:00","cw","3","burton;ryan","hutchinson;ericka","",NA,8,7,"c",3.22,"n","4","1","bu-0773","9.9","","5236_1_2017-10-16_cw",2017,10
"cobbossee","5236","1",2018-05-29,"0:00:00","cw","3","burton;ryan","dennis;matt","",NA,5,1,"b",6.1,"n","4","1","bu-0773","9","","5236_1_2018-05-29_cw",2018,5
"cobbossee","5236","1",2018-05-29,"0:00:00","cw","3","burton;ryan","dennis;matt","",NA,5,1,"b",6.35,"n","4","1","de-2874","9","","5236_1_2018-05-29_cw",2018,5
"cobbossee","5236","1",2018-06-10,"0:00:00","ei","3","farrell;debbi","farrell;john","",NA,4,8,"b",5.59,"n","4","1","fa-2446","9","","5236_1_2018-06-10_ei",2018,6
"cobbossee","5236","1",2018-06-12,"0:00:00","cw","3","burton;ryan","dwinal;stephanie","",NA,10,6,"b",5.95,"n","4","1","bu-0773","9","","5236_1_2018-06-12_cw",2018,6
"cobbossee","5236","1",2018-06-12,"0:00:00","cw","3","burton;ryan","dwinal;stephanie","",NA,10,6,"b",6.05,"n","4","2","bu-0773","9","","5236_1_2018-06-12_cw",2018,6
"cobbossee","5236","1",2018-06-12,"0:00:00","cw","3","burton;ryan","dwinal;stephanie","",NA,10,6,"b",6.39,"n","4","1","dw-2972","9","","5236_1_2018-06-12_cw",2018,6
"cobbossee","5236","1",2018-06-24,"0:00:00","ei","3","farrell;debbi","farrell;john","",NA,1,2,"c",5.6,"n","4","1","fa-2446","9","","5236_1_2018-06-24_ei",2018,6
"cobbossee","5236","1",2018-06-26,"0:00:00","cw","3","burton;ryan","dwinal;stephanie","",NA,4,7,"b",6.52,"n","4","1","dw-2972","9","","5236_1_2018-06-26_cw",2018,6
"cobbossee","5236","1",2018-06-26,"0:00:00","cw","3","burton;ryan","dwinal;stephanie","",NA,4,7,"b",6.68,"n","4","1","bu-0773","9","","5236_1_2018-06-26_cw",2018,6
"cobbossee","5236","1",2018-07-08,"0:00:00","ei","3","farrell;debbi","farrell;john","",NA,7,6,"b",6.45,"n","4","2","fa-2447","9","","5236_1_2018-07-08_ei",2018,7
"cobbossee","5236","1",2018-07-08,"0:00:00","ei","3","farrell;debbi","farrell;john","",NA,7,6,"b",6.85,"n","4","1","fa-2446","9","","5236_1_2018-07-08_ei",2018,7
"cobbossee","5236","1",2018-07-09,"0:00:00","cw","3","burton;ryan","dwinal;stephanie","",NA,0,0,"b",7.4,"n","4","1","dw-2972","9","","5236_1_2018-07-09_cw",2018,7
"cobbossee","5236","1",2018-07-09,"0:00:00","cw","3","burton;ryan","dwinal;stephanie","",NA,0,0,"b",7.52,"n","4","2","dw-2972","9","","5236_1_2018-07-09_cw",2018,7
"cobbossee","5236","1",2018-07-09,"0:00:00","cw","3","burton;ryan","dwinal;stephanie","",NA,0,0,"b",7.58,"n","4","1","bu-0773","9","","5236_1_2018-07-09_cw",2018,7
"cobbossee","5236","1",2018-07-23,"0:00:00","cw","3","burton;ryan","dwinal;stephanie","",NA,9,8,"o",6.54,"n","4","1","bu-0773","9","","5236_1_2018-07-23_cw",2018,7
"cobbossee","5236","1",2018-07-23,"0:00:00","cw","3","burton;ryan","dwinal;stephanie","",NA,9,8,"o",6.62,"n","4","1","dw-2972","9","","5236_1_2018-07-23_cw",2018,7
"cobbossee","5236","1",2018-08-02,"0:00:00","ei","3","farrell;debbi","farrell;john","",NA,16,5,"b",5.8,"n","4","1","fa-2446","9","","5236_1_2018-08-02_ei",2018,8
"cobbossee","5236","1",2018-08-08,"0:00:00","cw","3","burton;ryan","dwinal;stephanie","",NA,0,0,"b",4.64,"n","4","1","bu-0773","9","","5236_1_2018-08-08_cw",2018,8
"cobbossee","5236","1",2018-08-08,"0:00:00","cw","3","burton;ryan","dwinal;stephanie","",NA,0,0,"b",4.69,"n","4","1","dw-2972","9","","5236_1_2018-08-08_cw",2018,8
"cobbossee","5236","1",2018-08-15,"0:00:00","ei","2","noll;josh","dennis;wendy","",NA,2,5,"c",3.76,"n","4","1","no-2722","0","","5236_1_2018-08-15_ei",2018,8
"cobbossee","5236","1",2018-08-19,"0:00:00","ei","3","farrell;debbi","farrell;john","",NA,11,1,"b",3.65,"n","4","1","fa-2446","9","","5236_1_2018-08-19_ei",2018,8
"cobbossee","5236","1",2018-08-23,"0:00:00","cw","3","burton;ryan","dwinal;stephanie","",NA,9,8,"b",3.74,"n","4","1","dw-2972","9","","5236_1_2018-08-23_cw",2018,8
"cobbossee","5236","1",2018-08-23,"0:00:00","cw","3","burton;ryan","dwinal;stephanie","",NA,9,8,"b",3.78,"n","4","1","bu-0773","9","","5236_1_2018-08-23_cw",2018,8
"cobbossee","5236","1",2018-09-03,"0:00:00","ei","3","farrell;debbi","farrell;john","",NA,2,1,"b",3.16,"n","4","1","fa-2446","9","","5236_1_2018-09-03_ei",2018,9
"cobbossee","5236","1",2018-09-05,"0:00:00","cw","3","burton;ryan","shute;hannah","",NA,5,5,"b",3.36,"n","4","1","sh-2486","9","","5236_1_2018-09-05_cw",2018,9
"cobbossee","5236","1",2018-09-05,"0:00:00","cw","3","burton;ryan","shute;hannah","",NA,5,5,"b",3.38,"n","4","1","bu-0773","9","","5236_1_2018-09-05_cw",2018,9
"cobbossee","5236","1",2018-09-16,"0:00:00","ei","3","farrell;debbi","farrell;john","",NA,0,NA,"b",3.12,"n","4","1","fa-2446","9","","5236_1_2018-09-16_ei",2018,9
"cobbossee","5236","1",2018-09-21,"0:00:00","cw","3","burton;ryan","dennis;wendy","",NA,15,5,"o",3.14,"n","4","1","bu-0773","9","","5236_1_2018-09-21_cw",2018,9
"cobbossee","5236","1",2018-10-19,"0:00:00","cw","3","burton;ryan","dennis;matt","",NA,8,6,"b",4.73,"n","4","1","de-2874","9","","5236_1_2018-10-19_cw",2018,10
"cobbossee","5236","1",2018-10-19,"0:00:00","cw","3","burton;ryan","dennis;matt","",NA,8,6,"b",4.76,"n","4","1","bu-0773","9","","5236_1_2018-10-19_cw",2018,10
"cobbossee","5236","2",1975-06-30,"0:00:00","ei","2","","","",NA,NA,NA,NA,4.3,"n","2","1",NA,NA,"","5236_2_1975-06-30_ei",1975,6
"cobbossee","5236","2",1976-04-21,"0:00:00","cw","3","moran","","",NA,1,4,"b",4.3,"n","2","1",NA,NA,"","5236_2_1976-04-21_cw",1976,4
"cobbossee","5236","2",1976-05-17,"0:00:00","cw","3","moran","","",NA,8,4,"b",3.7,"n","2","1",NA,NA,"","5236_2_1976-05-17_cw",1976,5
"cobbossee","5236","2",1976-06-10,"0:00:00","cw","3","willis","","",NA,15,6,"b",6.5,"n","2","1",NA,NA,"","5236_2_1976-06-10_cw",1976,6
"cobbossee","5236","2",1976-06-24,"0:00:00","cw","3","leach,robert","","",NA,5,6,"c",8.2,"n","2","1",NA,NA,"","5236_2_1976-06-24_cw",1976,6
"cobbossee","5236","2",1976-07-08,"0:00:00","cw","3","leach,robert","","",NA,10,6,"o",5.3,"n","2","1",NA,NA,"","5236_2_1976-07-08_cw",1976,7
"cobbossee","5236","2",1976-07-22,"0:00:00","cw","3","willis","","",NA,8,5,"o",3.2,"n","2","1",NA,NA,"","5236_2_1976-07-22_cw",1976,7
"cobbossee","5236","2",1976-08-05,"0:00:00","cw","3","crane,j e","","",NA,3,6,"b",4.1,"n","2","1",NA,NA,"","5236_2_1976-08-05_cw",1976,8
"cobbossee","5236","2",1976-08-11,"0:00:00","cw","3","","","",NA,NA,NA,NA,3.8,"n","2","1","99-9999",NA,"","5236_2_1976-08-11_cw",1976,8
"cobbossee","5236","2",1976-08-19,"0:00:00","cw","3","crane,j e","","",NA,1,4,"b",4.6,"n","2","1",NA,NA,"","5236_2_1976-08-19_cw",1976,8
"cobbossee","5236","2",1976-09-03,"0:00:00","cw","3","moran","","",NA,2,4,"b",1.8,"n","2","1",NA,NA,"","5236_2_1976-09-03_cw",1976,9
"cobbossee","5236","2",1976-09-17,"0:00:00","cw","3","dominie,dave","","",NA,1,5,"o",1.6,"n","2","1",NA,NA,"","5236_2_1976-09-17_cw",1976,9
"cobbossee","5236","2",1976-10-01,"0:00:00","cw","3","moran","","",NA,0,NA,"o",2.5,"n","2","1",NA,NA,"","5236_2_1976-10-01_cw",1976,10
"cobbossee","5236","2",1977-05-12,"0:00:00","cw","3","dominie,dave","","",NA,NA,NA,NA,4.3,"n","2","1",NA,NA,"","5236_2_1977-05-12_cw",1977,5
"cobbossee","5236","2",1977-06-28,"0:00:00","cw","3","king,wendy","","",NA,5,NA,"b",5.2,"n","2","1","99-9999",NA,"","5236_2_1977-06-28_cw",1977,6
"cobbossee","5236","2",1977-07-08,"0:00:00","cw","3","king,wendy","","",NA,NA,NA,"o",3.3,"n","2","1","99-9999",NA,"","5236_2_1977-07-08_cw",1977,7
"cobbossee","5236","2",1977-07-20,"0:00:00","cw","3","king,wendy","","",NA,0,0,"b",1.9,"n","2","1","99-9999",NA,"","5236_2_1977-07-20_cw",1977,7
"cobbossee","5236","2",1977-08-04,"0:00:00","cw","3","king,wendy","","",NA,0,0,"b",1.7,"n","2","1","99-9999",NA,"","5236_2_1977-08-04_cw",1977,8
"cobbossee","5236","2",1977-08-26,"0:00:00","cw","3","king,wendy","","",NA,3,7,"b",1.5,"n","2","1","99-9999",NA,"","5236_2_1977-08-26_cw",1977,8
"cobbossee","5236","2",1977-09-16,"0:00:00","cw","3","dominie,dave","","",NA,3,5,"o",1.8,"n","2","1","99-9999",NA,"","5236_2_1977-09-16_cw",1977,9
"cobbossee","5236","2",1977-09-30,"0:00:00","cw","3","dominie,dave","","",NA,1,5,"c",3.5,"n","2","1","99-9999",NA,"","5236_2_1977-09-30_cw",1977,9
"cobbossee","5236","2",1977-10-11,"0:00:00","cw","3","dominie,dave","","",NA,3,5,"b",3.9,"n","2","1","99-9999",NA,"","5236_2_1977-10-11_cw",1977,10
"cobbossee","5236","2",1977-11-18,"0:00:00","cw","3","dominie,dave","","",NA,8,5,"b",3.8,"n","2","1","99-9999",NA,"","5236_2_1977-11-18_cw",1977,11
"cobbossee","5236","2",1978-05-05,"0:00:00","cw","3","dominie,dave","king,wendy","",NA,7,2,"o",4.7,"n","2","1",NA,NA,"","5236_2_1978-05-05_cw",1978,5
"cobbossee","5236","2",1978-06-04,"0:00:00","cw","3","king,wendy","hartford","",NA,7,1,"o",4.6,"n","2","1",NA,NA,"","5236_2_1978-06-04_cw",1978,6
"cobbossee","5236","2",1978-06-19,"0:00:00","cw","3","hartford","","",NA,0,NA,"o",4,"n","2","1",NA,NA,"","5236_2_1978-06-19_cw",1978,6
"cobbossee","5236","2",1978-06-26,"0:00:00","cw","3","dominie,dave","king,wendy","",NA,1,5,"b",5.1,"n","2","1",NA,NA,"","5236_2_1978-06-26_cw",1978,6
"cobbossee","5236","2",1978-07-05,"0:00:00","cw","3","hartford","","",NA,0,NA,"b",5.2,"n","2","1",NA,NA,"","5236_2_1978-07-05_cw",1978,7
"cobbossee","5236","2",1978-07-13,"0:00:00","cw","3","hartford","","",NA,2,4,"b",5.2,"n","2","1",NA,NA,"","5236_2_1978-07-13_cw",1978,7
"cobbossee","5236","2",1978-07-13,"0:00:00","cw","3","gordon,tom","coughlin","",NA,5,5,"b",4,"n","2","1",NA,NA,"","5236_2_1978-07-13_cw",1978,7
"cobbossee","5236","2",1978-07-31,"0:00:00","cw","3","hartford","","",NA,10,5,"b",3.5,"n","2","1",NA,NA,"","5236_2_1978-07-31_cw",1978,7
"cobbossee","5236","2",1978-08-07,"0:00:00","cw","3","hartford","","",NA,5,4,"c",3.2,"n","2","1",NA,NA,"","5236_2_1978-08-07_cw",1978,8
"cobbossee","5236","2",1978-08-11,"0:00:00","cw","3","king,wendy","","",NA,0,NA,"b",3.8,"n","2","1",NA,NA,"","5236_2_1978-08-11_cw",1978,8
"cobbossee","5236","2",1978-09-05,"0:00:00","cw","3","dominie,dave","king,wendy","",NA,7,8,"c",2.2,"n","2","1",NA,NA,"","5236_2_1978-09-05_cw",1978,9
"cobbossee","5236","2",1978-09-26,"0:00:00","cw","3","dominie,dave","king,wendy","",NA,1,4,"b",2.1,"n","2","1",NA,NA,"","5236_2_1978-09-26_cw",1978,9
"cobbossee","5236","2",1978-11-21,"0:00:00","cw","3","dominie,dave","king,wendy","",NA,0,NA,"b",3.3,"n","2","1",NA,NA,"","5236_2_1978-11-21_cw",1978,11
"cobbossee","5236","2",1979-02-22,"0:00:00","cw","3","dennis,jeff","king,wendy","",NA,NA,NA,"o",4.6,"n","2","1",NA,NA,"","5236_2_1979-02-22_cw",1979,2
"cobbossee","5236","2",1979-04-23,"0:00:00","cw","3","king,wendy","dennis,jeff","",NA,3,8,"b",4.3,"n","2","1",NA,NA,"","5236_2_1979-04-23_cw",1979,4
"cobbossee","5236","2",1979-05-07,"0:00:00","cw","3","dennis,jeff","king,wendy","",NA,10,8,"b",4.6,"n","2","1",NA,NA,"","5236_2_1979-05-07_cw",1979,5
"cobbossee","5236","2",1979-06-01,"0:00:00","cw","3","king,wendy","coughlin","",NA,0,NA,"b",4,"n","2","1",NA,NA,"","5236_2_1979-06-01_cw",1979,6
"cobbossee","5236","2",1979-06-13,"0:00:00","cw","3","dennis,jeff","king,wendy","",NA,4,6,"b",5.3,"n","2","1",NA,NA,"","5236_2_1979-06-13_cw",1979,6
"cobbossee","5236","2",1979-06-28,"0:00:00","cw","3","king,wendy","dennis,jeff","",NA,1,6,NA,5.1,"n","2","1",NA,NA,"","5236_2_1979-06-28_cw",1979,6
"cobbossee","5236","2",1979-07-10,"0:00:00","cw","3","selser,janice","dennis,jeff","",NA,0,NA,"b",4.9,"n","2","1",NA,NA,"","5236_2_1979-07-10_cw",1979,7
"cobbossee","5236","2",1979-07-27,"0:00:00","cw","3","king,wendy","selser,jan","",NA,0,NA,"o",3.7,"n","2","1",NA,NA,"","5236_2_1979-07-27_cw",1979,7
"cobbossee","5236","2",1979-08-08,"0:00:00","cw","3","selser,janice","house,john","",NA,6,7,"c",2.6,"n","2","1",NA,NA,"","5236_2_1979-08-08_cw",1979,8
"cobbossee","5236","2",1979-08-22,"0:00:00","cw","3","king,wendy","house,john","",NA,0,NA,"b",2.3,"n","2","1",NA,NA,"","5236_2_1979-08-22_cw",1979,8
"cobbossee","5236","2",1979-09-07,"0:00:00","cw","3","king,wendy","dennis,jeff","",NA,2,7,"b",1.2,"n","2","1",NA,NA,"","5236_2_1979-09-07_cw",1979,9
"cobbossee","5236","2",1979-09-19,"0:00:00","cw","3","king,wendy","selser,jan","",NA,4,8,"o",1.1,"n","2","1",NA,NA,"","5236_2_1979-09-19_cw",1979,9
"cobbossee","5236","2",1979-10-02,"0:00:00","cw","3","king,wendy","selser,jan","",NA,1,1,"b",3.7,"n","2","1",NA,NA,"","5236_2_1979-10-02_cw",1979,10
"cobbossee","5236","2",1979-10-15,"0:00:00","cw","3","king,wendy","selser,jan","",NA,2,5,"c",4,"n","2","1",NA,NA,"","5236_2_1979-10-15_cw",1979,10
"cobbossee","5236","2",1979-10-30,"0:00:00","cw","3","dennis,jeff","king,wendy","",NA,1,8,"o",4.3,"n","2","1",NA,NA,"","5236_2_1979-10-30_cw",1979,10
"cobbossee","5236","2",1979-11-19,"0:00:00","cw","3","king,wendy","selser,jan","",NA,1,4,"c",4,"n","2","1",NA,NA,"","5236_2_1979-11-19_cw",1979,11
"cobbossee","5236","2",1980-02-04,"0:00:00","cw","3","king,wendy","selser,jan","",NA,0,NA,"b",5.8,"n","2","1",NA,NA,"","5236_2_1980-02-04_cw",1980,2
"cobbossee","5236","2",1980-04-14,"0:00:00","cw","3","king,wendy","selser,jan","",NA,1,6,"c",4.9,"n","2","1",NA,NA,"","5236_2_1980-04-14_cw",1980,4
"cobbossee","5236","2",1980-05-05,"0:00:00","cw","3","king,wendy","dennis,jeff","",NA,4,7,"b",5,"n","2","1",NA,NA,"","5236_2_1980-05-05_cw",1980,5
"cobbossee","5236","2",1980-05-29,"0:00:00","cw","3","king,wendy","gordon,tom","",NA,3,1,"b",6.1,"n","2","1",NA,NA,"","5236_2_1980-05-29_cw",1980,5
"cobbossee","5236","2",1980-06-05,"0:00:00","cw","3","dennis,jeff","king,wendy","",NA,6,1,"c",6.9,"n","2","1",NA,NA,"","5236_2_1980-06-05_cw",1980,6
"cobbossee","5236","2",1980-06-18,"0:00:00","cw","3","king,wendy","sage,kathy","",NA,NA,NA,"b",5.8,"n","2","1",NA,NA,"","5236_2_1980-06-18_cw",1980,6
"cobbossee","5236","2",1980-07-10,"0:00:00","cw","3","dennis,jeff","king,wendy","",NA,5,6,"b",6.8,"n","2","1",NA,NA,"","5236_2_1980-07-10_cw",1980,7
"cobbossee","5236","2",1980-07-24,"0:00:00","cw","3","dennis,jeff","king,wendy","",NA,1,1,"b",5.5,"n","2","1",NA,NA,"","5236_2_1980-07-24_cw",1980,7
"cobbossee","5236","2",1980-08-06,"0:00:00","cw","3","dennis,jeff","king,wendy","",NA,0,NA,"o",3.3,"n","2","1",NA,NA,"","5236_2_1980-08-06_cw",1980,8
"cobbossee","5236","2",1980-08-21,"0:00:00","cw","3","king,wendy","sage,kathy","",NA,NA,NA,"b",1.9,"n","2","1",NA,NA,"","5236_2_1980-08-21_cw",1980,8
"cobbossee","5236","2",1980-09-04,"0:00:00","cw","3","dennis,jeff","king,wendy","",NA,0,NA,"b",1.1,"n","2","1",NA,NA,"","5236_2_1980-09-04_cw",1980,9
