"lake","midas","station","date","agency","depth","type","chla","r","db","sampID","year","month"
"berry","3828","1",1999-08-09,"cw",5,"c",3.72,"1","dep","3828_1_1999-08-09_cw",1999,8
"berry","3828","1",1999-09-08,"cw",5,"c",3.75,"1","dep","3828_1_1999-09-08_cw",1999,9
"berry","3828","1",2002-05-21,"cw",8,"c",2.5,"1","dep","3828_1_2002-05-21_cw",2002,5
"berry","3828","1",2002-06-21,"cw",3,"c",8.7,"1","dep","3828_1_2002-06-21_cw",2002,6
"berry","3828","1",2002-07-17,"cw",3,"c",5.4,"1","dep","3828_1_2002-07-17_cw",2002,7
"berry","3828","1",2002-08-20,"cw",4,"c",4.6,"1","dep","3828_1_2002-08-20_cw",2002,8
"berry","3828","1",2002-09-20,"cw",5,"c",4.4,"1","dep","3828_1_2002-09-20_cw",2002,9
"berry","3828","1",2002-10-23,"cw",5,"c",4.7,"1","dep","3828_1_2002-10-23_cw",2002,10
"berry","3828","1",2005-05-13,"cw",8,"c",2,"1","dep","3828_1_2005-05-13_cw",2005,5
"berry","3828","1",2005-07-05,"cw",4,"c",6.7,"1","dep","3828_1_2005-07-05_cw",2005,7
"berry","3828","1",2005-08-03,"cw",4,"c",22.8,"1","dep","3828_1_2005-08-03_cw",2005,8
"berry","3828","1",2005-09-09,"cw",4,"c",2.9,"1","dep","3828_1_2005-09-09_cw",2005,9
"berry","3828","1",2005-10-07,"cw",6,"c",2.6,"1","dep","3828_1_2005-10-07_cw",2005,10
"berry","3828","1",2008-05-30,"cw",4,"c",4.3,"1","dep","3828_1_2008-05-30_cw",2008,5
"berry","3828","1",2008-06-25,"cw",4,"c",7.9,"1","dep","3828_1_2008-06-25_cw",2008,6
"berry","3828","1",2008-07-30,"cw",4,"c",5.2,"1","dep","3828_1_2008-07-30_cw",2008,7
"berry","3828","1",2008-08-20,"cw",4,"c",5.7,"1","dep","3828_1_2008-08-20_cw",2008,8
"berry","3828","1",2008-09-25,"cw",5,"c",4.8,"1","dep","3828_1_2008-09-25_cw",2008,9
"berry","3828","1",2008-11-04,"cw",8,"c",3.2,"1","dep","3828_1_2008-11-04_cw",2008,11
"berry","3828","1",2010-08-09,"cw",4,"c",3.3,"1","dep","3828_1_2010-08-09_cw",2010,8
"berry","3828","1",2011-06-03,"cw",4,"c",6.1,"1","dep","3828_1_2011-06-03_cw",2011,6
"berry","3828","1",2011-06-28,"cw",3.5,"c",7,"1","dep","3828_1_2011-06-28_cw",2011,6
"berry","3828","1",2011-07-21,"cw",3.5,"c",4.7,"1","dep","3828_1_2011-07-21_cw",2011,7
"berry","3828","1",2011-08-12,"cw",3.5,"c",4.4,"1","dep","3828_1_2011-08-12_cw",2011,8
"berry","3828","1",2011-09-26,"cw",5,"c",3.6,"1","dep","3828_1_2011-09-26_cw",2011,9
"berry","3828","1",2014-06-02,"cw",5,"c",3.4,"1","dep","3828_1_2014-06-02_cw",2014,6
"berry","3828","1",2014-06-19,"cw",4,"c",3.4,"1","dep","3828_1_2014-06-19_cw",2014,6
"berry","3828","1",2014-07-15,"cw",3.5,"c",4.9,"1","dep","3828_1_2014-07-15_cw",2014,7
"berry","3828","1",2014-08-14,"cw",3,"c",3.8,"1","dep","3828_1_2014-08-14_cw",2014,8
"berry","3828","1",2014-09-15,"cw",4,"c",5.7,"1","dep","3828_1_2014-09-15_cw",2014,9
"berry","3828","1",2017-05-25,"cw",6,"c",2.6,"1","dep","3828_1_2017-05-25_cw",2017,5
"berry","3828","1",2017-06-22,"cw",4,"c",2.9,"1","dep","3828_1_2017-06-22_cw",2017,6
"berry","3828","1",2017-07-20,"cw",3.5,"c",5.2,"1","dep","3828_1_2017-07-20_cw",2017,7
"berry","3828","1",2017-08-17,"cw",4,"c",1.8,"1","dep","3828_1_2017-08-17_cw",2017,8
"berry","3828","1",2017-09-14,"cw",5,"c",4.5,"1","dep","3828_1_2017-09-14_cw",2017,9
"berry","3828","1",2017-10-12,"cw",6,"c",6.1,"1","dep","3828_1_2017-10-12_cw",2017,10
"buker","5242","1",1976-04-20,"cw",NA,"c",1.6,NA,"dep","5242_1_1976-04-20_cw",1976,4
"buker","5242","1",1976-05-18,"cw",NA,"c",2.1,NA,"dep","5242_1_1976-05-18_cw",1976,5
"buker","5242","1",1976-06-13,"cw",NA,"c",4.3,NA,"dep","5242_1_1976-06-13_cw",1976,6
"buker","5242","1",1976-07-11,"cw",NA,"c",9.2,NA,"dep","5242_1_1976-07-11_cw",1976,7
"buker","5242","1",1976-07-27,"cw",NA,"c",4.9,NA,"dep","5242_1_1976-07-27_cw",1976,7
"buker","5242","1",1976-08-06,"cw",NA,"c",3.1,NA,"dep","5242_1_1976-08-06_cw",1976,8
"buker","5242","1",1976-08-24,"cw",NA,"c",14.5,NA,"dep","5242_1_1976-08-24_cw",1976,8
"buker","5242","1",1976-09-06,"cw",NA,"c",10.5,NA,"dep","5242_1_1976-09-06_cw",1976,9
"buker","5242","1",1976-09-16,"cw",NA,"c",22.4,NA,"dep","5242_1_1976-09-16_cw",1976,9
"buker","5242","1",1976-10-05,"cw",NA,"c",3.6,NA,"dep","5242_1_1976-10-05_cw",1976,10
"buker","5242","1",1976-10-19,"cw",NA,"c",3.5,NA,"dep","5242_1_1976-10-19_cw",1976,10
"buker","5242","1",1979-05-01,"cw",5,"c",1.9,NA,"dep","5242_1_1979-05-01_cw",1979,5
"buker","5242","1",1979-06-26,"cw",5,"c",3.5,NA,"dep","5242_1_1979-06-26_cw",1979,6
"buker","5242","1",1979-07-31,"cw",5,"c",7,NA,"dep","5242_1_1979-07-31_cw",1979,7
"buker","5242","1",1979-08-21,"cw",4,"c",3.9,NA,"dep","5242_1_1979-08-21_cw",1979,8
"buker","5242","1",1980-04-25,"cw",7,"c",2,NA,"dep","5242_1_1980-04-25_cw",1980,4
"buker","5242","1",1983-08-03,"ei",3,"c",1.4,NA,"dep","5242_1_1983-08-03_ei",1983,8
"buker","5242","1",1992-05-27,"cw",4,"c",7.1,NA,"dep","5242_1_1992-05-27_cw",1992,5
"buker","5242","1",1992-06-16,"cw",4,"c",3.1,NA,"dep","5242_1_1992-06-16_cw",1992,6
"buker","5242","1",1992-07-28,"cw",4,"c",2.7,NA,"dep","5242_1_1992-07-28_cw",1992,7
"buker","5242","1",1992-08-27,"cw",4,"c",2.1,"d","dep","5242_1_1992-08-27_cw",1992,8
"buker","5242","1",1992-08-27,"cw",4,"c",2.3,"d","dep","5242_1_1992-08-27_cw",1992,8
"buker","5242","1",1992-09-24,"cw",5,"c",2.8,NA,"dep","5242_1_1992-09-24_cw",1992,9
"buker","5242","1",1996-07-16,"cw",4,"c",10.6,NA,"dep","5242_1_1996-07-16_cw",1996,7
"buker","5242","1",1998-05-14,"cw",4,"c",3.42,"1","dep","5242_1_1998-05-14_cw",1998,5
"buker","5242","1",1998-06-19,"cw",5,"c",1.59,"1","dep","5242_1_1998-06-19_cw",1998,6
"buker","5242","1",1998-07-16,"cw",3,"c",8.79,"1","dep","5242_1_1998-07-16_cw",1998,7
"buker","5242","1",1998-08-13,"cw",4,"c",5.5,"1","dep","5242_1_1998-08-13_cw",1998,8
"buker","5242","1",1998-09-16,"cw",4,"c",4.19,"1","dep","5242_1_1998-09-16_cw",1998,9
"buker","5242","1",1998-10-19,"cw",6,"c",2.07,"1","dep","5242_1_1998-10-19_cw",1998,10
"buker","5242","1",2001-05-08,"cw",3,"c",2.3,"1","dep","5242_1_2001-05-08_cw",2001,5
"buker","5242","1",2001-06-05,"cw",5,"c",7.6,"1","dep","5242_1_2001-06-05_cw",2001,6
"buker","5242","1",2001-07-03,"cw",4,"c",3.6,"1","dep","5242_1_2001-07-03_cw",2001,7
"buker","5242","1",2001-08-09,"cw",5,"c",3.9,"1","dep","5242_1_2001-08-09_cw",2001,8
"buker","5242","1",2001-09-20,"cw",5,"c",3.2,"1","dep","5242_1_2001-09-20_cw",2001,9
"buker","5242","1",2001-10-10,"cw",6,"c",2.6,"1","dep","5242_1_2001-10-10_cw",2001,10
"buker","5242","1",2004-05-17,"cw",5,"c",8.8,"1","dep","5242_1_2004-05-17_cw",2004,5
"buker","5242","1",2004-06-14,"cw",5,"c",4.9,"1","dep","5242_1_2004-06-14_cw",2004,6
"buker","5242","1",2004-07-02,"cw",4,"c",6.7,"1","dep","5242_1_2004-07-02_cw",2004,7
"buker","5242","1",2004-08-06,"cw",5,"c",8.2,"1","dep","5242_1_2004-08-06_cw",2004,8
"buker","5242","1",2004-09-07,"cw",5,"c",5.4,"1","dep","5242_1_2004-09-07_cw",2004,9
"buker","5242","1",2004-10-07,"cw",6,"c",2.5,"1","dep","5242_1_2004-10-07_cw",2004,10
"buker","5242","1",2007-05-21,"cw",3,"c",2.9,"1","dep","5242_1_2007-05-21_cw",2007,5
"buker","5242","1",2007-06-07,"cw",4,"c",3.4,"1","dep","5242_1_2007-06-07_cw",2007,6
"buker","5242","1",2007-07-05,"cw",4,"c",5.2,"1","dep","5242_1_2007-07-05_cw",2007,7
"buker","5242","1",2007-08-07,"cw",4,"c",3.4,"1","dep","5242_1_2007-08-07_cw",2007,8
"buker","5242","1",2007-09-14,"cw",5,"c",2.5,"1","dep","5242_1_2007-09-14_cw",2007,9
"buker","5242","1",2007-11-05,"cw",7,"c",6,"1","dep","5242_1_2007-11-05_cw",2007,11
"buker","5242","1",2008-06-07,"cw",4,"c",3.4,"1","dep","5242_1_2008-06-07_cw",2008,6
"buker","5242","1",2010-05-26,"cw",4,"c",4.4,"1","dep","5242_1_2010-05-26_cw",2010,5
"buker","5242","1",2010-06-18,"cw",4,"c",3.2,"1","dep","5242_1_2010-06-18_cw",2010,6
"buker","5242","1",2010-07-28,"cw",4,"c",2.4,"1","dep","5242_1_2010-07-28_cw",2010,7
"buker","5242","1",2010-08-18,"cw",4.5,"c",2.5,"1","dep","5242_1_2010-08-18_cw",2010,8
"buker","5242","1",2010-09-21,"cw",5.5,"c",2.4,"1","dep","5242_1_2010-09-21_cw",2010,9
"buker","5242","1",2010-10-28,"cw",8,"c",2.4,"1","dep","5242_1_2010-10-28_cw",2010,10
"buker","5242","1",2013-05-28,"cw",5.5,"c",1.7,"1","dep","5242_1_2013-05-28_cw",2013,5
"buker","5242","1",2013-06-20,"cw",4,"c",4.4,"1","dep","5242_1_2013-06-20_cw",2013,6
"buker","5242","1",2013-07-12,"cw",4,"c",13,"1","dep","5242_1_2013-07-12_cw",2013,7
"buker","5242","1",2013-08-15,"cw",4,"c",5.3,"1","dep","5242_1_2013-08-15_cw",2013,8
"buker","5242","1",2013-09-19,"cw",4,"c",8.1,"1","dep","5242_1_2013-09-19_cw",2013,9
"buker","5242","1",2016-05-26,"cw",5,"c",3.2,"1","dep","5242_1_2016-05-26_cw",2016,5
"buker","5242","1",2016-06-23,"cw",5,"c",4.5,"1","dep","5242_1_2016-06-23_cw",2016,6
"buker","5242","1",2016-07-28,"cw",5,"c",3.4,"1","dep","5242_1_2016-07-28_cw",2016,7
"buker","5242","1",2016-08-26,"cw",5,"c",3,"1","dep","5242_1_2016-08-26_cw",2016,8
"buker","5242","1",2016-09-26,"cw",6,"c",2.8,"1","dep","5242_1_2016-09-26_cw",2016,9
"buker","5242","1",2016-10-11,"cw",7,"c",3.8,"1","dep","5242_1_2016-10-11_cw",2016,10
"carlton","5310","1",1976-04-28,"cw",NA,"c",2.6,NA,"dep","5310_1_1976-04-28_cw",1976,4
"carlton","5310","1",1976-05-16,"cw",NA,"c",0.9,NA,"dep","5310_1_1976-05-16_cw",1976,5
"carlton","5310","1",1976-06-14,"cw",NA,"c",0.9,NA,"dep","5310_1_1976-06-14_cw",1976,6
"carlton","5310","1",1976-06-24,"cw",NA,"c",1.4,NA,"dep","5310_1_1976-06-24_cw",1976,6
"carlton","5310","1",1976-07-08,"cw",NA,"c",1.4,NA,"dep","5310_1_1976-07-08_cw",1976,7
"carlton","5310","1",1976-07-23,"cw",NA,"c",0.9,NA,"dep","5310_1_1976-07-23_cw",1976,7
"carlton","5310","1",1976-08-05,"cw",NA,"c",1.3,NA,"dep","5310_1_1976-08-05_cw",1976,8
"carlton","5310","1",1976-08-19,"cw",NA,"c",1.1,NA,"dep","5310_1_1976-08-19_cw",1976,8
"carlton","5310","1",1976-09-02,"cw",NA,"c",2.1,NA,"dep","5310_1_1976-09-02_cw",1976,9
"carlton","5310","1",1976-09-20,"cw",NA,"c",2.1,NA,"dep","5310_1_1976-09-20_cw",1976,9
"carlton","5310","1",1976-09-30,"cw",NA,"c",2.8,NA,"dep","5310_1_1976-09-30_cw",1976,9
"carlton","5310","1",1976-10-14,"cw",NA,"c",1.7,NA,"dep","5310_1_1976-10-14_cw",1976,10
"carlton","5310","1",1979-05-03,"cw",10,"c",3.9,NA,"dep","5310_1_1979-05-03_cw",1979,5
"carlton","5310","1",1979-07-13,"cw",10,"c",2,NA,"dep","5310_1_1979-07-13_cw",1979,7
"carlton","5310","1",1979-07-30,"cw",10,"c",3.2,NA,"dep","5310_1_1979-07-30_cw",1979,7
"carlton","5310","1",1979-08-10,"cw",8,"c",2.7,NA,"dep","5310_1_1979-08-10_cw",1979,8
"carlton","5310","1",1979-08-23,"cw",8,"c",3,NA,"dep","5310_1_1979-08-23_cw",1979,8
"carlton","5310","1",1980-05-02,"cw",10,"c",3.1,NA,"dep","5310_1_1980-05-02_cw",1980,5
"carlton","5310","1",1980-07-09,"cw",10,"c",3.1,NA,"dep","5310_1_1980-07-09_cw",1980,7
"carlton","5310","1",1981-06-03,"cw",10,"c",2.1,NA,"dep","5310_1_1981-06-03_cw",1981,6
"carlton","5310","1",1981-07-07,"cw",10,"c",3,NA,"dep","5310_1_1981-07-07_cw",1981,7
"carlton","5310","1",1981-07-07,"cw",10,"c",3.2,NA,"dep","5310_1_1981-07-07_cw",1981,7
"carlton","5310","1",1982-05-12,"cw",10,"c",1.7,NA,"dep","5310_1_1982-05-12_cw",1982,5
"carlton","5310","1",1982-07-14,"cw",7,"c",4.7,NA,"dep","5310_1_1982-07-14_cw",1982,7
"carlton","5310","1",1983-05-12,"cw",10,"c",14.9,NA,"dep","5310_1_1983-05-12_cw",1983,5
"carlton","5310","1",1983-05-12,"cw",10,"c",15.8,NA,"dep","5310_1_1983-05-12_cw",1983,5
"carlton","5310","1",1983-06-21,"cw",8,"c",15.5,NA,"dep","5310_1_1983-06-21_cw",1983,6
"carlton","5310","1",1984-08-22,"cw",10,"c",1.1,NA,"dep","5310_1_1984-08-22_cw",1984,8
"carlton","5310","1",1985-05-24,"cw",7,"c",5.5,NA,"dep","5310_1_1985-05-24_cw",1985,5
"carlton","5310","1",1991-05-31,"cw",10,"c",0.7,NA,"dep","5310_1_1991-05-31_cw",1991,5
"carlton","5310","1",1991-06-25,"cw",5,"c",3.9,NA,"dep","5310_1_1991-06-25_cw",1991,6
"carlton","5310","1",1991-07-16,"cw",5,"c",1.3,NA,"dep","5310_1_1991-07-16_cw",1991,7
"carlton","5310","1",1991-08-22,"cw",7,"c",2.5,NA,"dep","5310_1_1991-08-22_cw",1991,8
"carlton","5310","1",1991-09-24,"cw",7,"c",2.5,NA,"dep","5310_1_1991-09-24_cw",1991,9
"carlton","5310","1",1992-05-26,"cw",6,"c",5.5,NA,"dep","5310_1_1992-05-26_cw",1992,5
"carlton","5310","1",1992-06-24,"cw",5,"c",1.7,NA,"dep","5310_1_1992-06-24_cw",1992,6
"carlton","5310","1",1992-07-22,"cw",6,"c",2,NA,"dep","5310_1_1992-07-22_cw",1992,7
"carlton","5310","1",1993-05-20,"cw",5,"c",1.2,NA,"dep","5310_1_1993-05-20_cw",1993,5
"carlton","5310","1",1993-08-11,"cw",4,"c",2.1,NA,"dep","5310_1_1993-08-11_cw",1993,8
"carlton","5310","1",1994-05-17,"cw",10,"c",4.5,NA,"dep","5310_1_1994-05-17_cw",1994,5
"carlton","5310","1",1994-06-24,"cw",4,"c",2.6,NA,"dep","5310_1_1994-06-24_cw",1994,6
"carlton","5310","1",1994-07-21,"cw",5,"c",2.6,NA,"dep","5310_1_1994-07-21_cw",1994,7
"carlton","5310","1",1994-08-16,"cw",6,"c",2.9,NA,"dep","5310_1_1994-08-16_cw",1994,8
"carlton","5310","1",1994-09-14,"cw",8,"c",3.6,NA,"dep","5310_1_1994-09-14_cw",1994,9
"carlton","5310","1",1997-05-27,"cw",10,"c",1.1,NA,"dep","5310_1_1997-05-27_cw",1997,5
"carlton","5310","1",1997-06-24,"cw",4,"c",4.76,NA,"dep","5310_1_1997-06-24_cw",1997,6
"carlton","5310","1",1997-07-24,"cw",5,"c",3.9,NA,"dep","5310_1_1997-07-24_cw",1997,7
"carlton","5310","1",1997-08-20,"cw",6,"c",4.36,NA,"dep","5310_1_1997-08-20_cw",1997,8
"carlton","5310","1",1997-09-17,"cw",7,"c",6.3,NA,"dep","5310_1_1997-09-17_cw",1997,9
"carlton","5310","1",1998-07-24,"cw",4,"c",38.08,"1","dep","5310_1_1998-07-24_cw",1998,7
"carlton","5310","1",1998-08-05,"cw",5,"c",7.66,"1","dep","5310_1_1998-08-05_cw",1998,8
"carlton","5310","1",1998-08-20,"ei",4,"c",4.2,"1","dep","5310_1_1998-08-20_ei",1998,8
"carlton","5310","1",1998-08-27,"cw",4,"c",3.2,"1","dep","5310_1_1998-08-27_cw",1998,8
"carlton","5310","1",1998-09-30,"cw",6,"c",10.63,"1","dep","5310_1_1998-09-30_cw",1998,9
"carlton","5310","1",1998-10-23,"cw",10,"c",4.35,"1","dep","5310_1_1998-10-23_cw",1998,10
"carlton","5310","1",1999-05-04,"cw",10,"c",2.35,"1","dep","5310_1_1999-05-04_cw",1999,5
"carlton","5310","1",1999-05-21,"cw",6,"c",6.01,"1","dep","5310_1_1999-05-21_cw",1999,5
"carlton","5310","1",1999-06-04,"cw",5,"c",3.79,"1","dep","5310_1_1999-06-04_cw",1999,6
"carlton","5310","1",1999-06-22,"cw",5,"c",5.93,"1","dep","5310_1_1999-06-22_cw",1999,6
"carlton","5310","1",1999-07-07,"cw",5,"c",4.26,"1","dep","5310_1_1999-07-07_cw",1999,7
"carlton","5310","1",1999-08-09,"cw",6,"c",3.81,"1","dep","5310_1_1999-08-09_cw",1999,8
"carlton","5310","1",1999-08-20,"cw",7,"c",3.17,"1","dep","5310_1_1999-08-20_cw",1999,8
"carlton","5310","1",1999-09-08,"cw",6,"c",2.65,"1","dep","5310_1_1999-09-08_cw",1999,9
"carlton","5310","1",1999-09-24,"cw",9,"c",3.05,"1","dep","5310_1_1999-09-24_cw",1999,9
"carlton","5310","1",2000-05-11,"cw",10,"c",15,"1","dep","5310_1_2000-05-11_cw",2000,5
"carlton","5310","1",2000-05-22,"cw",5,"c",6.7,"1","dep","5310_1_2000-05-22_cw",2000,5
"carlton","5310","1",2000-06-01,"cw",6,"c",7.4,"1","dep","5310_1_2000-06-01_cw",2000,6
"carlton","5310","1",2000-06-13,"cw",6,"c",4.8,"1","dep","5310_1_2000-06-13_cw",2000,6
"carlton","5310","1",2000-06-26,"cw",5,"c",2.2,"1","dep","5310_1_2000-06-26_cw",2000,6
"carlton","5310","1",2000-07-07,"cw",5,"c",2.3,"1","dep","5310_1_2000-07-07_cw",2000,7
"carlton","5310","1",2000-08-21,"cw",7,"c",2.2,"1","dep","5310_1_2000-08-21_cw",2000,8
"carlton","5310","1",2000-09-05,"cw",7,"c",1.8,"1","dep","5310_1_2000-09-05_cw",2000,9
"carlton","5310","1",2000-09-18,"cw",8,"c",2.7,"1","dep","5310_1_2000-09-18_cw",2000,9
"carlton","5310","1",2000-09-26,"cw",6,"c",2.7,"1","dep","5310_1_2000-09-26_cw",2000,9
"carlton","5310","1",2000-10-03,"cw",9,"c",1,"1","dep","5310_1_2000-10-03_cw",2000,10
"carlton","5310","1",2000-10-23,"cw",10,"c",4.2,"1","dep","5310_1_2000-10-23_cw",2000,10
"carlton","5310","1",2001-05-10,"cw",4,"c",3.1,"1","dep","5310_1_2001-05-10_cw",2001,5
"carlton","5310","1",2001-05-25,"cw",3,"c",11.3,"1","dep","5310_1_2001-05-25_cw",2001,5
"carlton","5310","1",2001-06-11,"cw",4,"c",1.7,"1","dep","5310_1_2001-06-11_cw",2001,6
"carlton","5310","1",2001-06-28,"cw",5,"c",1.9,"1","dep","5310_1_2001-06-28_cw",2001,6
"carlton","5310","1",2004-08-05,"cw",5,"c",5.1,"1","dep","5310_1_2004-08-05_cw",2004,8
"carlton","5310","1",2004-09-17,"cw",7,"c",4.8,"1","dep","5310_1_2004-09-17_cw",2004,9
"carlton","5310","1",2004-10-14,"cw",8,"c",6,"1","dep","5310_1_2004-10-14_cw",2004,10
"carlton","5310","1",2005-06-02,"cw",10,"c",8.7,"1","dep","5310_1_2005-06-02_cw",2005,6
"carlton","5310","1",2005-07-20,"cw",5,"c",7.2,"1","dep","5310_1_2005-07-20_cw",2005,7
"carlton","5310","1",2005-08-05,"cw",5,"c",4.3,"1","dep","5310_1_2005-08-05_cw",2005,8
"carlton","5310","1",2005-09-14,"cw",6,"c",2.3,"1","dep","5310_1_2005-09-14_cw",2005,9
"carlton","5310","1",2005-10-12,"cw",9,"c",3.6,"1","dep","5310_1_2005-10-12_cw",2005,10
"carlton","5310","1",2007-08-21,"cw",6,"c",4.4,"1","dep","5310_1_2007-08-21_cw",2007,8
"carlton","5310","1",2010-06-22,"cw",5,"c",2.8,"1","dep","5310_1_2010-06-22_cw",2010,6
"carlton","5310","1",2010-07-30,"cw",5,"c",1.9,"1","dep","5310_1_2010-07-30_cw",2010,7
"carlton","5310","1",2010-08-24,"cw",6.5,"c",3.2,"1","dep","5310_1_2010-08-24_cw",2010,8
"carlton","5310","1",2010-08-24,"cw",6.5,"c",3.3,"1","dep","5310_1_2010-08-24_cw",2010,8
"carlton","5310","1",2010-10-19,"cw",9,"c",3.6,"1","dep","5310_1_2010-10-19_cw",2010,10
"carlton","5310","1",2011-06-07,"cw",4,"c",3,"1","dep","5310_1_2011-06-07_cw",2011,6
"carlton","5310","1",2011-06-28,"cw",5,"c",6.7,"1","dep","5310_1_2011-06-28_cw",2011,6
"carlton","5310","1",2011-07-25,"cw",5,"c",5.5,"1","dep","5310_1_2011-07-25_cw",2011,7
"carlton","5310","1",2011-07-25,"cw",5,"c",5.7,"2","dep","5310_1_2011-07-25_cw",2011,7
"carlton","5310","1",2011-08-24,"cw",5,"c",4.6,"1","dep","5310_1_2011-08-24_cw",2011,8
"carlton","5310","1",2011-10-07,"cw",7,"c",4,"1","dep","5310_1_2011-10-07_cw",2011,10
"carlton","5310","1",2012-06-15,"cw",5,"c",3.5,"1","dep","5310_1_2012-06-15_cw",2012,6
"carlton","5310","1",2012-07-17,"cw",5,"c",4.9,"1","dep","5310_1_2012-07-17_cw",2012,7
"carlton","5310","1",2012-08-23,"cw",6,"c",2.5,"1","dep","5310_1_2012-08-23_cw",2012,8
"carlton","5310","1",2012-09-24,"cw",6.5,"c",3.9,"1","dep","5310_1_2012-09-24_cw",2012,9
"carlton","5310","1",2015-06-04,"cw",8,"c",6.6,"1","dep","5310_1_2015-06-04_cw",2015,6
"carlton","5310","1",2015-06-16,"cw",8,"c",7,"1","dep","5310_1_2015-06-16_cw",2015,6
"carlton","5310","1",2015-07-09,"cw",8,"c",9.5,"1","dep","5310_1_2015-07-09_cw",2015,7
"carlton","5310","1",2015-08-06,"cw",8,"c",3.9,"1","dep","5310_1_2015-08-06_cw",2015,8
"carlton","5310","1",2015-09-03,"cw",6,"c",3.7,"1","dep","5310_1_2015-09-03_cw",2015,9
"carlton","5310","1",2015-10-23,"cw",9,"c",3.9,"1","dep","5310_1_2015-10-23_cw",2015,10
"carlton","5310","1",2018-05-31,"cw",8,"c",12,"1","dep","5310_1_2018-05-31_cw",2018,5
"carlton","5310","1",2018-06-25,"cw",8,"c",48,"1","dep","5310_1_2018-06-25_cw",2018,6
"carlton","5310","1",2018-07-17,"cw",8,"c",6,"1","dep","5310_1_2018-07-17_cw",2018,7
"carlton","5310","1",2018-08-29,"cw",8,"c",3,"1","dep","5310_1_2018-08-29_cw",2018,8
"carlton","5310","1",2018-09-26,"cw",7,"c",3,"1","dep","5310_1_2018-09-26_cw",2018,9
"carlton","5310","1",2018-10-22,"cw",9,"c",2,"1","dep","5310_1_2018-10-22_cw",2018,10
"cobbossee","5236","1",1976-04-21,"cw",NA,"c",3,NA,"dep","5236_1_1976-04-21_cw",1976,4
"cobbossee","5236","1",1976-05-17,"cw",NA,"c",6.5,NA,"dep","5236_1_1976-05-17_cw",1976,5
"cobbossee","5236","1",1976-06-10,"cw",NA,"c",3.9,NA,"dep","5236_1_1976-06-10_cw",1976,6
"cobbossee","5236","1",1976-06-24,"cw",NA,"c",2.7,NA,"dep","5236_1_1976-06-24_cw",1976,6
"cobbossee","5236","1",1976-07-08,"cw",NA,"c",4.4,NA,"dep","5236_1_1976-07-08_cw",1976,7
"cobbossee","5236","1",1976-07-26,"cw",NA,"c",5.1,NA,"dep","5236_1_1976-07-26_cw",1976,7
"cobbossee","5236","1",1976-08-05,"cw",NA,"c",5.3,NA,"dep","5236_1_1976-08-05_cw",1976,8
"cobbossee","5236","1",1976-08-19,"cw",NA,"c",7.1,NA,"dep","5236_1_1976-08-19_cw",1976,8
"cobbossee","5236","1",1976-09-03,"cw",NA,"c",12.6,NA,"dep","5236_1_1976-09-03_cw",1976,9
"cobbossee","5236","1",1976-09-17,"cw",NA,"c",18.8,NA,"dep","5236_1_1976-09-17_cw",1976,9
"cobbossee","5236","1",1976-10-01,"cw",NA,"c",9.7,NA,"dep","5236_1_1976-10-01_cw",1976,10
"cobbossee","5236","1",1976-10-18,"cw",NA,"c",7.3,NA,"dep","5236_1_1976-10-18_cw",1976,10
"cobbossee","5236","1",1977-07-20,"cw",6,"c",1.5,"1","dep","5236_1_1977-07-20_cw",1977,7
"cobbossee","5236","1",1977-08-26,"cw",6,"c",18.9,"1","dep","5236_1_1977-08-26_cw",1977,8
"cobbossee","5236","1",1977-09-16,"cw",NA,"g",16.3,NA,"dep","5236_1_1977-09-16_cw",1977,9
"cobbossee","5236","1",1977-09-16,"cw",6,"c",16.3,"1","dep","5236_1_1977-09-16_cw",1977,9
"cobbossee","5236","1",1977-09-30,"cw",5,"c",11.1,NA,"dep","5236_1_1977-09-30_cw",1977,9
"cobbossee","5236","1",1977-10-10,"cw",5,"c",13,NA,"dep","5236_1_1977-10-10_cw",1977,10
"cobbossee","5236","1",1977-11-17,"cw",5,"c",6.9,NA,"dep","5236_1_1977-11-17_cw",1977,11
"cobbossee","5236","1",1978-01-24,"cw",3,"g",3.2,NA,"dep","5236_1_1978-01-24_cw",1978,1
"cobbossee","5236","1",1978-01-24,"cw",7,"g",2.9,NA,"dep","5236_1_1978-01-24_cw",1978,1
"cobbossee","5236","1",1978-02-17,"cw",3,"g",1.7,NA,"dep","5236_1_1978-02-17_cw",1978,2
"cobbossee","5236","1",1978-02-17,"cw",7,"g",1,NA,"dep","5236_1_1978-02-17_cw",1978,2
"cobbossee","5236","1",1978-03-24,"cw",3,"g",10.2,NA,"dep","5236_1_1978-03-24_cw",1978,3
"cobbossee","5236","1",1978-06-26,"cw",5,"c",4.7,NA,"dep","5236_1_1978-06-26_cw",1978,6
"cobbossee","5236","1",1978-07-13,"ei",5,"c",1.5,NA,"dep","5236_1_1978-07-13_ei",1978,7
"cobbossee","5236","1",1978-08-11,"cw",5,"c",7.3,NA,"dep","5236_1_1978-08-11_cw",1978,8
"cobbossee","5236","1",1978-09-05,"cw",5,"c",14.6,NA,"dep","5236_1_1978-09-05_cw",1978,9
"cobbossee","5236","1",1978-09-26,"cw",5,"c",13.1,NA,"dep","5236_1_1978-09-26_cw",1978,9
"cobbossee","5236","1",1978-10-19,"cw",5,"c",4.6,NA,"dep","5236_1_1978-10-19_cw",1978,10
