"midas","lake","station","date","agency","depth","tp.ppm","type","r","year","month","sampleid"
"3832","wilson",1,2003-06-30,"cw",9,0.014,"g",1,2003,6,"3832_1_2003-06-30_cw"
"3832","wilson",1,2003-06-30,"cw",1,0.017,"g",1,2003,6,"3832_1_2003-06-30_cw"
"3832","wilson",1,2003-06-30,"cw",11,0.017,"g",1,2003,6,"3832_1_2003-06-30_cw"
"3832","wilson",1,2003-06-30,"cw",5,0.02,"g",1,2003,6,"3832_1_2003-06-30_cw"
"3832","wilson",1,2003-07-01,"cw",3,0.014,"g",1,2003,7,"3832_1_2003-07-01_cw"
"3832","wilson",1,2003-07-01,"cw",1,0.015,"g",1,2003,7,"3832_1_2003-07-01_cw"
"3832","wilson",1,2003-07-01,"cw",9,0.015,"g",1,2003,7,"3832_1_2003-07-01_cw"
"3832","wilson",1,2003-07-01,"cw",7,0.016,"g",1,2003,7,"3832_1_2003-07-01_cw"
"3832","wilson",1,2003-07-01,"cw",5,0.019,"g",1,2003,7,"3832_1_2003-07-01_cw"
"3832","wilson",1,2003-07-01,"cw",11,0.02,"g",1,2003,7,"3832_1_2003-07-01_cw"
"3832","wilson",1,2003-08-01,"cw",1,0.012,"g",1,2003,8,"3832_1_2003-08-01_cw"
"3832","wilson",1,2003-08-01,"cw",3,0.012,"g",1,2003,8,"3832_1_2003-08-01_cw"
"3832","wilson",1,2003-08-01,"cw",5,0.012,"g",1,2003,8,"3832_1_2003-08-01_cw"
"3832","wilson",1,2003-08-01,"cw",7,0.017,"g",1,2003,8,"3832_1_2003-08-01_cw"
"3832","wilson",1,2003-08-01,"cw",9,0.028,"g",1,2003,8,"3832_1_2003-08-01_cw"
"3832","wilson",1,2003-08-01,"cw",11,0.11,"g",1,2003,8,"3832_1_2003-08-01_cw"
"3832","wilson",1,2003-09-05,"cw",1,0.014,"g",1,2003,9,"3832_1_2003-09-05_cw"
"3832","wilson",1,2003-09-05,"cw",5,0.015,"g",1,2003,9,"3832_1_2003-09-05_cw"
"3832","wilson",1,2003-09-05,"cw",7,0.016,"g",1,2003,9,"3832_1_2003-09-05_cw"
"3832","wilson",1,2003-09-05,"cw",3,0.019,"g",1,2003,9,"3832_1_2003-09-05_cw"
"3832","wilson",1,2003-09-05,"cw",9,0.046,"g",1,2003,9,"3832_1_2003-09-05_cw"
"3832","wilson",1,2003-09-05,"cw",11,0.17,"g",1,2003,9,"3832_1_2003-09-05_cw"
"3832","wilson",1,2003-10-14,"cw",9,0.018,"g",1,2003,10,"3832_1_2003-10-14_cw"
"3832","wilson",1,2003-10-14,"cw",5,0.019,"g",1,2003,10,"3832_1_2003-10-14_cw"
"3832","wilson",1,2003-10-14,"cw",7,0.019,"g",1,2003,10,"3832_1_2003-10-14_cw"
"3832","wilson",1,2003-10-14,"cw",1,0.02,"g",1,2003,10,"3832_1_2003-10-14_cw"
"3832","wilson",1,2003-10-14,"cw",3,0.02,"g",2,2003,10,"3832_1_2003-10-14_cw"
"3832","wilson",1,2003-10-14,"cw",3,0.049,"g",1,2003,10,"3832_1_2003-10-14_cw"
"3832","wilson",1,2003-10-14,"cw",11,0.23,"g",1,2003,10,"3832_1_2003-10-14_cw"
"3832","wilson",1,2004-05-20,"cw",7,0.014,"g",1,2004,5,"3832_1_2004-05-20_cw"
"3832","wilson",1,2004-05-20,"cw",9,0.014,"g",1,2004,5,"3832_1_2004-05-20_cw"
"3832","wilson",1,2004-05-20,"cw",11,0.014,"g",1,2004,5,"3832_1_2004-05-20_cw"
"3832","wilson",1,2004-05-20,"cw",5,0.015,"g",1,2004,5,"3832_1_2004-05-20_cw"
"3832","wilson",1,2004-05-20,"cw",1,0.016,"g",1,2004,5,"3832_1_2004-05-20_cw"
"3832","wilson",1,2004-05-20,"cw",3,0.016,"g",1,2004,5,"3832_1_2004-05-20_cw"
"3832","wilson",1,2004-06-18,"cw",1,0.016,"g",1,2004,6,"3832_1_2004-06-18_cw"
"3832","wilson",1,2004-06-18,"cw",3,0.017,"g",1,2004,6,"3832_1_2004-06-18_cw"
"3832","wilson",1,2004-06-18,"cw",9,0.018,"g",1,2004,6,"3832_1_2004-06-18_cw"
"3832","wilson",1,2004-06-18,"cw",11,0.02,"g",1,2004,6,"3832_1_2004-06-18_cw"
"3832","wilson",1,2004-06-18,"cw",11,0.02,"g",2,2004,6,"3832_1_2004-06-18_cw"
"3832","wilson",1,2004-06-18,"cw",5,0.021,"g",1,2004,6,"3832_1_2004-06-18_cw"
"3832","wilson",1,2004-06-18,"cw",7,0.021,"g",1,2004,6,"3832_1_2004-06-18_cw"
"3832","wilson",1,2004-07-13,"cw",1,0.013,"g",1,2004,7,"3832_1_2004-07-13_cw"
"3832","wilson",1,2004-07-13,"cw",7,0.014,"g",2,2004,7,"3832_1_2004-07-13_cw"
"3832","wilson",1,2004-07-13,"cw",3,0.016,"g",1,2004,7,"3832_1_2004-07-13_cw"
"3832","wilson",1,2004-07-13,"cw",7,0.019,"g",1,2004,7,"3832_1_2004-07-13_cw"
"3832","wilson",1,2004-07-13,"cw",5,0.022,"g",1,2004,7,"3832_1_2004-07-13_cw"
"3832","wilson",1,2004-07-13,"cw",9,0.022,"g",1,2004,7,"3832_1_2004-07-13_cw"
"3832","wilson",1,2004-07-13,"cw",11,0.051,"g",1,2004,7,"3832_1_2004-07-13_cw"
"3832","wilson",1,2004-08-10,"cw",5,0.011,"g",1,2004,8,"3832_1_2004-08-10_cw"
"3832","wilson",1,2004-08-10,"cw",3,0.014,"g",1,2004,8,"3832_1_2004-08-10_cw"
"3832","wilson",1,2004-08-10,"cw",1,0.015,"g",1,2004,8,"3832_1_2004-08-10_cw"
"3832","wilson",1,2004-08-10,"cw",7,0.019,"g",1,2004,8,"3832_1_2004-08-10_cw"
"3832","wilson",1,2004-08-10,"cw",9,0.057,"g",1,2004,8,"3832_1_2004-08-10_cw"
"3832","wilson",1,2004-08-10,"cw",11,0.16,"g",1,2004,8,"3832_1_2004-08-10_cw"
"3832","wilson",1,2004-09-16,"cw",7,0.014,"g",1,2004,9,"3832_1_2004-09-16_cw"
"3832","wilson",1,2004-09-16,"cw",1,0.016,"g",1,2004,9,"3832_1_2004-09-16_cw"
"3832","wilson",1,2004-09-16,"cw",3,0.016,"g",1,2004,9,"3832_1_2004-09-16_cw"
"3832","wilson",1,2004-09-16,"cw",5,0.019,"g",1,2004,9,"3832_1_2004-09-16_cw"
"3832","wilson",1,2004-09-16,"cw",9,0.079,"g",1,2004,9,"3832_1_2004-09-16_cw"
"3832","wilson",1,2004-09-16,"cw",9,0.08,"g",2,2004,9,"3832_1_2004-09-16_cw"
"3832","wilson",1,2004-09-16,"cw",11,0.25,"g",1,2004,9,"3832_1_2004-09-16_cw"
"3832","wilson",1,2004-10-21,"cw",7,0.025,"g",1,2004,10,"3832_1_2004-10-21_cw"
"3832","wilson",1,2004-10-21,"cw",9,0.025,"g",1,2004,10,"3832_1_2004-10-21_cw"
"3832","wilson",1,2004-10-21,"cw",11,0.025,"g",1,2004,10,"3832_1_2004-10-21_cw"
"3832","wilson",1,2004-10-21,"cw",5,0.027,"g",1,2004,10,"3832_1_2004-10-21_cw"
"3832","wilson",1,2004-10-21,"cw",1,0.028,"g",1,2004,10,"3832_1_2004-10-21_cw"
"3832","wilson",1,2004-10-21,"cw",5,0.028,"g",2,2004,10,"3832_1_2004-10-21_cw"
"3832","wilson",1,2004-10-21,"cw",3,0.029,"g",1,2004,10,"3832_1_2004-10-21_cw"
"3832","wilson",1,2005-05-05,"cw",5,0.011,"g",1,2005,5,"3832_1_2005-05-05_cw"
"3832","wilson",1,2005-05-05,"cw",1,0.012,"g",1,2005,5,"3832_1_2005-05-05_cw"
"3832","wilson",1,2005-05-05,"cw",7,0.012,"g",1,2005,5,"3832_1_2005-05-05_cw"
"3832","wilson",1,2005-05-05,"cw",3,0.014,"g",1,2005,5,"3832_1_2005-05-05_cw"
"3832","wilson",1,2005-05-05,"cw",9,0.014,"g",1,2005,5,"3832_1_2005-05-05_cw"
"3832","wilson",1,2005-05-05,"cw",11,0.014,"g",1,2005,5,"3832_1_2005-05-05_cw"
"3832","wilson",1,2006-06-12,"cw",3,0.011,"g",1,2006,6,"3832_1_2006-06-12_cw"
"3832","wilson",1,2006-06-12,"cw",5,0.011,"g",1,2006,6,"3832_1_2006-06-12_cw"
"3832","wilson",1,2006-06-12,"cw",1,0.012,"g",1,2006,6,"3832_1_2006-06-12_cw"
"3832","wilson",1,2006-06-12,"cw",7,0.012,"g",1,2006,6,"3832_1_2006-06-12_cw"
"3832","wilson",1,2006-06-12,"cw",9,0.014,"g",1,2006,6,"3832_1_2006-06-12_cw"
"3832","wilson",1,2006-06-12,"cw",11,0.016,"g",1,2006,6,"3832_1_2006-06-12_cw"
"3832","wilson",1,2006-07-12,"cw",7,0.01,"g",1,2006,7,"3832_1_2006-07-12_cw"
"3832","wilson",1,2006-07-12,"cw",9,0.011,"g",1,2006,7,"3832_1_2006-07-12_cw"
"3832","wilson",1,2006-07-12,"cw",5,0.013,"g",1,2006,7,"3832_1_2006-07-12_cw"
"3832","wilson",1,2006-07-12,"cw",3,0.014,"g",1,2006,7,"3832_1_2006-07-12_cw"
"3832","wilson",1,2006-07-12,"cw",1,0.017,"g",1,2006,7,"3832_1_2006-07-12_cw"
"3832","wilson",1,2006-07-12,"cw",11,0.017,"g",1,2006,7,"3832_1_2006-07-12_cw"
"3832","wilson",1,2006-08-09,"cw",3,0.011,"g",1,2006,8,"3832_1_2006-08-09_cw"
"3832","wilson",1,2006-08-09,"cw",1,0.012,"g",1,2006,8,"3832_1_2006-08-09_cw"
"3832","wilson",1,2006-08-09,"cw",5,0.014,"g",1,2006,8,"3832_1_2006-08-09_cw"
"3832","wilson",1,2006-08-09,"cw",7,0.014,"g",1,2006,8,"3832_1_2006-08-09_cw"
"3832","wilson",1,2006-08-09,"cw",9,0.023,"g",1,2006,8,"3832_1_2006-08-09_cw"
"3832","wilson",1,2006-08-09,"cw",11,0.1,"g",1,2006,8,"3832_1_2006-08-09_cw"
"3832","wilson",1,2006-09-12,"cw",1,0.01,"g",1,2006,9,"3832_1_2006-09-12_cw"
"3832","wilson",1,2006-09-12,"cw",3,0.01,"g",1,2006,9,"3832_1_2006-09-12_cw"
"3832","wilson",1,2006-09-12,"cw",5,0.01,"g",1,2006,9,"3832_1_2006-09-12_cw"
"3832","wilson",1,2006-09-12,"cw",7,0.013,"g",1,2006,9,"3832_1_2006-09-12_cw"
"3832","wilson",1,2006-09-12,"cw",9,0.038,"g",1,2006,9,"3832_1_2006-09-12_cw"
"3832","wilson",1,2006-09-12,"cw",11,0.2,"g",1,2006,9,"3832_1_2006-09-12_cw"
"3832","wilson",1,2006-10-19,"cw",7,0.014,"g",1,2006,10,"3832_1_2006-10-19_cw"
"3832","wilson",1,2006-10-19,"cw",1,0.016,"g",1,2006,10,"3832_1_2006-10-19_cw"
"3832","wilson",1,2006-10-19,"cw",5,0.016,"g",1,2006,10,"3832_1_2006-10-19_cw"
"3832","wilson",1,2006-10-19,"cw",9,0.018,"g",1,2006,10,"3832_1_2006-10-19_cw"
"3832","wilson",1,2006-10-19,"cw",3,0.019,"g",1,2006,10,"3832_1_2006-10-19_cw"
"3832","wilson",1,2006-10-19,"cw",11,0.025,"g",1,2006,10,"3832_1_2006-10-19_cw"
"3832","wilson",1,2007-05-24,"cw",7,0.01,"g",1,2007,5,"3832_1_2007-05-24_cw"
"3832","wilson",1,2007-05-24,"cw",9,0.01,"g",1,2007,5,"3832_1_2007-05-24_cw"
"3832","wilson",1,2007-05-24,"cw",3,0.011,"g",1,2007,5,"3832_1_2007-05-24_cw"
"3832","wilson",1,2007-05-24,"cw",5,0.011,"g",1,2007,5,"3832_1_2007-05-24_cw"
"3832","wilson",1,2007-05-24,"cw",11,0.012,"g",1,2007,5,"3832_1_2007-05-24_cw"
"3832","wilson",1,2007-05-24,"cw",1,0.015,"g",1,2007,5,"3832_1_2007-05-24_cw"
"3832","wilson",1,2007-06-15,"cw",9,0.009,"g",1,2007,6,"3832_1_2007-06-15_cw"
"3832","wilson",1,2007-06-15,"cw",9,0.009,"g",2,2007,6,"3832_1_2007-06-15_cw"
"3832","wilson",1,2007-06-15,"cw",7,0.01,"g",1,2007,6,"3832_1_2007-06-15_cw"
"3832","wilson",1,2007-06-15,"cw",3,0.012,"g",1,2007,6,"3832_1_2007-06-15_cw"
"3832","wilson",1,2007-06-15,"cw",1,0.013,"g",1,2007,6,"3832_1_2007-06-15_cw"
"3832","wilson",1,2007-06-15,"cw",11,0.015,"g",1,2007,6,"3832_1_2007-06-15_cw"
"3832","wilson",1,2007-06-15,"cw",5,0.018,"g",1,2007,6,"3832_1_2007-06-15_cw"
"3832","wilson",1,2007-07-11,"cw",7,0.01,"g",1,2007,7,"3832_1_2007-07-11_cw"
"3832","wilson",1,2007-07-11,"cw",5,0.012,"g",1,2007,7,"3832_1_2007-07-11_cw"
"3832","wilson",1,2007-07-11,"cw",9,0.012,"g",1,2007,7,"3832_1_2007-07-11_cw"
"3832","wilson",1,2007-07-11,"cw",3,0.013,"g",1,2007,7,"3832_1_2007-07-11_cw"
"3832","wilson",1,2007-07-11,"cw",1,0.015,"g",1,2007,7,"3832_1_2007-07-11_cw"
"3832","wilson",1,2007-07-11,"cw",11,0.017,"g",1,2007,7,"3832_1_2007-07-11_cw"
"3832","wilson",1,2007-08-15,"cw",3,0.013,"g",1,2007,8,"3832_1_2007-08-15_cw"
"3832","wilson",1,2007-08-15,"cw",1,0.014,"g",1,2007,8,"3832_1_2007-08-15_cw"
"3832","wilson",1,2007-08-15,"cw",5,0.014,"g",1,2007,8,"3832_1_2007-08-15_cw"
"3832","wilson",1,2007-08-15,"cw",7,0.016,"g",1,2007,8,"3832_1_2007-08-15_cw"
"3832","wilson",1,2007-08-15,"cw",9,0.019,"g",1,2007,8,"3832_1_2007-08-15_cw"
"3832","wilson",1,2007-08-15,"cw",11,0.056,"g",1,2007,8,"3832_1_2007-08-15_cw"
"3832","wilson",1,2007-09-21,"cw",7,0.012,"g",1,2007,9,"3832_1_2007-09-21_cw"
"3832","wilson",1,2007-09-21,"cw",1,0.015,"g",1,2007,9,"3832_1_2007-09-21_cw"
"3832","wilson",1,2007-09-21,"cw",5,0.019,"g",1,2007,9,"3832_1_2007-09-21_cw"
"3832","wilson",1,2007-09-21,"cw",3,0.025,"g",1,2007,9,"3832_1_2007-09-21_cw"
"3832","wilson",1,2007-09-21,"cw",9,0.041,"g",1,2007,9,"3832_1_2007-09-21_cw"
"3832","wilson",1,2007-09-21,"cw",11,0.23,"g",1,2007,9,"3832_1_2007-09-21_cw"
"3832","wilson",1,2007-09-21,"cw",12,0.3,"g",1,2007,9,"3832_1_2007-09-21_cw"
"3832","wilson",1,2007-10-24,"cw",5,0.017,"g",1,2007,10,"3832_1_2007-10-24_cw"
"3832","wilson",1,2007-10-24,"cw",7,0.017,"g",1,2007,10,"3832_1_2007-10-24_cw"
"3832","wilson",1,2007-10-24,"cw",9,0.018,"g",1,2007,10,"3832_1_2007-10-24_cw"
"3832","wilson",1,2007-10-24,"cw",3,0.02,"g",1,2007,10,"3832_1_2007-10-24_cw"
"3832","wilson",1,2007-10-24,"cw",1,0.024,"g",1,2007,10,"3832_1_2007-10-24_cw"
"3832","wilson",1,2007-10-24,"cw",11.5,0.059,"g",1,2007,10,"3832_1_2007-10-24_cw"
"3832","wilson",1,2008-05-07,"cw",7,0.012,"g",1,2008,5,"3832_1_2008-05-07_cw"
"3832","wilson",1,2008-05-07,"cw",1,0.013,"g",1,2008,5,"3832_1_2008-05-07_cw"
"3832","wilson",1,2008-05-07,"cw",5,0.014,"g",1,2008,5,"3832_1_2008-05-07_cw"
"3832","wilson",1,2008-05-07,"cw",3,0.018,"g",1,2008,5,"3832_1_2008-05-07_cw"
"3832","wilson",1,2008-05-07,"cw",9,0.018,"g",1,2008,5,"3832_1_2008-05-07_cw"
"3832","wilson",1,2008-05-07,"cw",11,0.021,"c",1,2008,5,"3832_1_2008-05-07_cw"
"3832","wilson",1,2008-06-05,"cw",1,0.01,"g",1,2008,6,"3832_1_2008-06-05_cw"
"3832","wilson",1,2008-06-05,"cw",7,0.01,"g",1,2008,6,"3832_1_2008-06-05_cw"
"3832","wilson",1,2008-06-05,"cw",9,0.011,"g",1,2008,6,"3832_1_2008-06-05_cw"
"3832","wilson",1,2008-06-05,"cw",3,0.012,"g",1,2008,6,"3832_1_2008-06-05_cw"
"3832","wilson",1,2008-06-05,"cw",11,0.012,"g",1,2008,6,"3832_1_2008-06-05_cw"
"3832","wilson",1,2008-06-05,"cw",5,0.015,"g",1,2008,6,"3832_1_2008-06-05_cw"
"3832","wilson",1,2008-07-02,"cw",1,0.01,"g",1,2008,7,"3832_1_2008-07-02_cw"
"3832","wilson",1,2008-07-02,"cw",7,0.01,"g",1,2008,7,"3832_1_2008-07-02_cw"
"3832","wilson",1,2008-07-02,"cw",3,0.011,"g",1,2008,7,"3832_1_2008-07-02_cw"
"3832","wilson",1,2008-07-02,"cw",5,0.011,"g",1,2008,7,"3832_1_2008-07-02_cw"
"3832","wilson",1,2008-07-02,"cw",9,0.012,"g",1,2008,7,"3832_1_2008-07-02_cw"
"3832","wilson",1,2008-07-02,"cw",11,0.023,"g",1,2008,7,"3832_1_2008-07-02_cw"
"3832","wilson",1,2008-08-27,"cw",1,0.011,"g",1,2008,8,"3832_1_2008-08-27_cw"
"3832","wilson",1,2008-08-27,"cw",1,0.011,"g",2,2008,8,"3832_1_2008-08-27_cw"
"3832","wilson",1,2008-08-27,"cw",3,0.011,"g",1,2008,8,"3832_1_2008-08-27_cw"
"3832","wilson",1,2008-08-27,"cw",5,0.011,"g",1,2008,8,"3832_1_2008-08-27_cw"
"3832","wilson",1,2008-08-27,"cw",7,0.022,"g",1,2008,8,"3832_1_2008-08-27_cw"
"3832","wilson",1,2008-08-27,"cw",9,0.032,"g",1,2008,8,"3832_1_2008-08-27_cw"
"3832","wilson",1,2008-08-27,"cw",11,0.16,"g",1,2008,8,"3832_1_2008-08-27_cw"
"3832","wilson",1,2008-09-25,"cw",3,0.011,"g",1,2008,9,"3832_1_2008-09-25_cw"
"3832","wilson",1,2008-09-25,"cw",7,0.011,"g",1,2008,9,"3832_1_2008-09-25_cw"
"3832","wilson",1,2008-09-25,"cw",1,0.012,"g",1,2008,9,"3832_1_2008-09-25_cw"
"3832","wilson",1,2008-09-25,"cw",5,0.013,"g",1,2008,9,"3832_1_2008-09-25_cw"
"3832","wilson",1,2008-09-25,"cw",9,0.069,"g",1,2008,9,"3832_1_2008-09-25_cw"
"3832","wilson",1,2008-09-25,"cw",11,0.29,"g",1,2008,9,"3832_1_2008-09-25_cw"
"3832","wilson",1,2008-10-27,"cw",5,0.018,"g",1,2008,10,"3832_1_2008-10-27_cw"
"3832","wilson",1,2008-10-27,"cw",7,0.018,"g",1,2008,10,"3832_1_2008-10-27_cw"
"3832","wilson",1,2008-10-27,"cw",9,0.018,"g",1,2008,10,"3832_1_2008-10-27_cw"
"3832","wilson",1,2008-10-27,"cw",3,0.019,"g",1,2008,10,"3832_1_2008-10-27_cw"
"3832","wilson",1,2008-10-27,"cw",1,0.021,"g",1,2008,10,"3832_1_2008-10-27_cw"
"3832","wilson",1,2008-10-27,"cw",11,0.021,"g",1,2008,10,"3832_1_2008-10-27_cw"
"3832","wilson",1,2009-05-21,"cw",5,0.012,"g",1,2009,5,"3832_1_2009-05-21_cw"
"3832","wilson",1,2009-05-21,"cw",7,0.012,"g",1,2009,5,"3832_1_2009-05-21_cw"
"3832","wilson",1,2009-05-21,"cw",3,0.013,"g",1,2009,5,"3832_1_2009-05-21_cw"
"3832","wilson",1,2009-05-21,"cw",9,0.013,"g",1,2009,5,"3832_1_2009-05-21_cw"
"3832","wilson",1,2009-05-21,"cw",11,0.014,"g",1,2009,5,"3832_1_2009-05-21_cw"
"3832","wilson",1,2009-05-21,"cw",1,0.015,"g",1,2009,5,"3832_1_2009-05-21_cw"
"3832","wilson",1,2009-06-17,"cw",1,0.011,"g",1,2009,6,"3832_1_2009-06-17_cw"
"3832","wilson",1,2009-06-17,"cw",5,0.011,"g",1,2009,6,"3832_1_2009-06-17_cw"
"3832","wilson",1,2009-06-17,"cw",9,0.011,"g",1,2009,6,"3832_1_2009-06-17_cw"
"3832","wilson",1,2009-06-17,"cw",3,0.012,"g",1,2009,6,"3832_1_2009-06-17_cw"
"3832","wilson",1,2009-06-17,"cw",7,0.014,"g",1,2009,6,"3832_1_2009-06-17_cw"
"3832","wilson",1,2009-06-17,"cw",11,0.017,"g",1,2009,6,"3832_1_2009-06-17_cw"
"3832","wilson",1,2009-07-15,"cw",7,0.011,"g",1,2009,7,"3832_1_2009-07-15_cw"
"3832","wilson",1,2009-07-15,"cw",5,0.012,"g",1,2009,7,"3832_1_2009-07-15_cw"
"3832","wilson",1,2009-07-15,"cw",3,0.013,"g",1,2009,7,"3832_1_2009-07-15_cw"
"3832","wilson",1,2009-07-15,"cw",1,0.015,"g",1,2009,7,"3832_1_2009-07-15_cw"
"3832","wilson",1,2009-07-15,"cw",9,0.019,"g",1,2009,7,"3832_1_2009-07-15_cw"
"3832","wilson",1,2009-07-15,"cw",11,0.054,"g",1,2009,7,"3832_1_2009-07-15_cw"
"3832","wilson",1,2009-08-11,"cw",5,0.011,"g",1,2009,8,"3832_1_2009-08-11_cw"
"3832","wilson",1,2009-08-11,"cw",3,0.012,"g",1,2009,8,"3832_1_2009-08-11_cw"
"3832","wilson",1,2009-08-11,"cw",1,0.015,"g",1,2009,8,"3832_1_2009-08-11_cw"
"3832","wilson",1,2009-08-11,"cw",7,0.015,"g",1,2009,8,"3832_1_2009-08-11_cw"
"3832","wilson",1,2009-08-11,"cw",9,0.051,"g",1,2009,8,"3832_1_2009-08-11_cw"
"3832","wilson",1,2009-08-11,"cw",11,0.21,"g",1,2009,8,"3832_1_2009-08-11_cw"
"3832","wilson",1,2009-09-10,"cw",3,0.01,"g",1,2009,9,"3832_1_2009-09-10_cw"
"3832","wilson",1,2009-09-10,"cw",1,0.011,"g",2,2009,9,"3832_1_2009-09-10_cw"
"3832","wilson",1,2009-09-10,"cw",5,0.011,"g",1,2009,9,"3832_1_2009-09-10_cw"
"3832","wilson",1,2009-09-10,"cw",1,0.015,"g",1,2009,9,"3832_1_2009-09-10_cw"
"3832","wilson",1,2009-09-10,"cw",7,0.017,"g",1,2009,9,"3832_1_2009-09-10_cw"
"3832","wilson",1,2009-09-10,"cw",9,0.11,"g",1,2009,9,"3832_1_2009-09-10_cw"
"3832","wilson",1,2009-09-10,"cw",11,0.22,"g",1,2009,9,"3832_1_2009-09-10_cw"
"3832","wilson",1,2009-10-14,"cw",11,0.019,"g",1,2009,10,"3832_1_2009-10-14_cw"
"3832","wilson",1,2009-10-14,"cw",9,0.021,"g",1,2009,10,"3832_1_2009-10-14_cw"
"3832","wilson",1,2009-10-14,"cw",5,0.022,"g",1,2009,10,"3832_1_2009-10-14_cw"
"3832","wilson",1,2009-10-14,"cw",1,0.024,"g",1,2009,10,"3832_1_2009-10-14_cw"
"3832","wilson",1,2009-10-14,"cw",3,0.024,"g",1,2009,10,"3832_1_2009-10-14_cw"
"3832","wilson",1,2009-10-14,"cw",7,0.024,"g",1,2009,10,"3832_1_2009-10-14_cw"
"3832","wilson",1,2010-05-18,"cw",7,0.009,"g",1,2010,5,"3832_1_2010-05-18_cw"
"3832","wilson",1,2010-05-18,"cw",4,0.011,"g",1,2010,5,"3832_1_2010-05-18_cw"
"3832","wilson",1,2010-05-18,"cw",1,0.012,"g",1,2010,5,"3832_1_2010-05-18_cw"
"3832","wilson",1,2010-05-18,"cw",11,0.013,"g",1,2010,5,"3832_1_2010-05-18_cw"
"3832","wilson",1,2010-05-18,"cw",9,0.016,"g",1,2010,5,"3832_1_2010-05-18_cw"
"3832","wilson",1,2010-06-04,"cw",9,0.011,"g",1,2010,6,"3832_1_2010-06-04_cw"
"3832","wilson",1,2010-06-04,"cw",4,0.014,"g",1,2010,6,"3832_1_2010-06-04_cw"
"3832","wilson",1,2010-06-04,"cw",7,0.014,"g",1,2010,6,"3832_1_2010-06-04_cw"
"3832","wilson",1,2010-06-04,"cw",11,0.016,"g",1,2010,6,"3832_1_2010-06-04_cw"
"3832","wilson",1,2010-06-04,"cw",1,0.018,"g",1,2010,6,"3832_1_2010-06-04_cw"
"3832","wilson",1,2010-07-06,"cw",1,0.011,"g",1,2010,7,"3832_1_2010-07-06_cw"
"3832","wilson",1,2010-07-06,"cw",4,0.014,"g",1,2010,7,"3832_1_2010-07-06_cw"
"3832","wilson",1,2010-07-06,"cw",7,0.015,"g",1,2010,7,"3832_1_2010-07-06_cw"
"3832","wilson",1,2010-07-06,"cw",9,0.015,"g",1,2010,7,"3832_1_2010-07-06_cw"
"3832","wilson",1,2010-07-06,"cw",9,0.017,"g",2,2010,7,"3832_1_2010-07-06_cw"
"3832","wilson",1,2010-07-06,"cw",11,0.021,"g",1,2010,7,"3832_1_2010-07-06_cw"
"3832","wilson",1,2010-08-10,"cw",4,0.01,"g",2,2010,8,"3832_1_2010-08-10_cw"
"3832","wilson",1,2010-08-10,"cw",4,0.012,"g",1,2010,8,"3832_1_2010-08-10_cw"
"3832","wilson",1,2010-08-10,"cw",1,0.013,"g",1,2010,8,"3832_1_2010-08-10_cw"
"3832","wilson",1,2010-08-10,"cw",5.5,0.014,"c",1,2010,8,"3832_1_2010-08-10_cw"
"3832","wilson",1,2010-08-10,"cw",7,0.016,"g",1,2010,8,"3832_1_2010-08-10_cw"
"3832","wilson",1,2010-08-10,"cw",9,0.017,"g",1,2010,8,"3832_1_2010-08-10_cw"
"3832","wilson",1,2010-08-10,"cw",11,0.11,"g",1,2010,8,"3832_1_2010-08-10_cw"
"3832","wilson",1,2010-09-15,"cw",7,0.012,"g",1,2010,9,"3832_1_2010-09-15_cw"
"3832","wilson",1,2010-09-15,"cw",4,0.013,"g",1,2010,9,"3832_1_2010-09-15_cw"
"3832","wilson",1,2010-09-15,"cw",1,0.015,"g",1,2010,9,"3832_1_2010-09-15_cw"
"3832","wilson",1,2010-09-15,"cw",9,0.081,"g",1,2010,9,"3832_1_2010-09-15_cw"
"3832","wilson",1,2010-09-15,"cw",11,0.2,"g",1,2010,9,"3832_1_2010-09-15_cw"
"3832","wilson",1,2010-10-22,"cw",7,0.017,"g",2,2010,10,"3832_1_2010-10-22_cw"
"3832","wilson",1,2010-10-22,"cw",9,0.017,"g",1,2010,10,"3832_1_2010-10-22_cw"
"3832","wilson",1,2010-10-22,"cw",11,0.017,"g",1,2010,10,"3832_1_2010-10-22_cw"
"3832","wilson",1,2010-10-22,"cw",1,0.018,"g",1,2010,10,"3832_1_2010-10-22_cw"
"3832","wilson",1,2010-10-22,"cw",4,0.018,"g",1,2010,10,"3832_1_2010-10-22_cw"
"3832","wilson",1,2010-10-22,"cw",7,0.019,"g",1,2010,10,"3832_1_2010-10-22_cw"
"3832","wilson",1,2011-05-24,"cw",7,0.01,"g",1,2011,5,"3832_1_2011-05-24_cw"
"3832","wilson",1,2011-05-24,"cw",4,0.011,"g",1,2011,5,"3832_1_2011-05-24_cw"
"3832","wilson",1,2011-05-24,"cw",9,0.011,"g",1,2011,5,"3832_1_2011-05-24_cw"
"3832","wilson",1,2011-05-24,"cw",1,0.013,"g",1,2011,5,"3832_1_2011-05-24_cw"
"3832","wilson",1,2011-05-24,"cw",10,0.013,"c",1,2011,5,"3832_1_2011-05-24_cw"
"3832","wilson",1,2011-05-24,"cw",11,0.013,"g",1,2011,5,"3832_1_2011-05-24_cw"
"3832","wilson",1,2011-06-27,"cw",7,0.01,"g",1,2011,6,"3832_1_2011-06-27_cw"
